Repo Name,Stars,Watches,Forks,Issues,Issues (Internal),Issues (External),Open Issues,Stale Issues (No activity for >14 days),% Stale Issues,Old Issues (Open for >120 days),% Old Issues,% Issues Closed by Pull Request,Average Issue Open Time (Days),Pull Requests,Pull Requests (Internal),Pull Requests (External),Open Pull Requests,Average Pull Request Time to Merge (Days),Contributors (All Time),Contributors (All Time - Internal),Contributors (All Time - External),Issues Opened,Issues Opened (Internal),Issues Opened (External),Issues Opened (First Time Contributor),Issues Closed,Pull Requests Opened,Pull Requests Opened (Internal),Pull Requests Opened (External),Pull Requests Opened (First Time Contributor),Pull Requests Merged,Pull Requests Closed,Contributors (This Period),Contributors (This Period - Internal),Contributors (This Period - External),Contributors (This Period - First Time Contributor)
TDx,3,14,1,9,9,0,9,8,89%,9,100%,N/A,N/A,7,7,0,0,113,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asn1_codec,11,11,15,6,3,3,0,0,N/A,0,N/A,0%,86,34,27,7,0,13,10,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jpo-cvdp,14,14,10,3,1,2,1,1,100%,1,100%,50%,939,32,23,9,0,14,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jpo-ode,75,27,40,108,53,55,2,2,100%,2,100%,2%,94,421,182,120,2,2,39,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jpo-ode-scms-asn,0,7,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jpo-record-parser,0,6,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jpo-s3-deposit,4,10,4,10,9,1,2,2,100%,2,100%,25%,287,43,31,12,2,35,11,7,4,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0
jpo-sdw-depositor,3,7,5,2,1,1,0,0,N/A,0,N/A,0%,678,26,13,13,1,36,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jpo-security,4,10,3,1,0,1,1,1,100%,1,100%,N/A,N/A,10,8,2,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jpo-security-svcs,3,10,2,2,0,2,0,0,N/A,0,N/A,0%,47,21,15,6,1,15,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jpo-tim-builder,4,10,4,2,0,2,1,1,100%,1,100%,0%,0,1,0,1,0,26,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ode-output-validator-library,2,8,7,4,1,3,3,0,0%,0,0%,0%,1353,40,36,4,1,1,7,3,4,3,0,3,0,0,1,0,1,1,0,0,1,0,1,1
scms-asn1,3,7,2,0,0,0,0,0,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
usdot-jpo-ode.github.io,2,6,1,0,0,0,0,0,N/A,0,N/A,N/A,N/A,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wzdc-tool,1,7,0,1,1,0,0,0,N/A,0,N/A,0%,0,0,0,0,0,N/A,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wzdx,83,49,59,138,91,47,9,9,100%,9,100%,7%,234,180,160,20,0,47,43,11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL,212,203,153,286,169,117,28,24,86%,25,89%,5%,184,820,507,194,8,22,87,25,64,3,0,3,0,0,2,0,2,1,0,1,2,0,2,1
