Org,Repo,Date,Views count,Views unique
usdot-jpo-ode,TDx,2022-08-18,2,1
usdot-jpo-ode,asn1_codec,2022-08-18,3,3
usdot-jpo-ode,jpo-ode,2022-08-18,3,3
usdot-jpo-ode,wzdx,2022-08-18,308,27
usdot-jpo-ode,jpo-cvdp,2022-08-19,2,2
usdot-jpo-ode,jpo-ode,2022-08-19,68,14
usdot-jpo-ode,wzdx,2022-08-19,191,26
usdot-jpo-ode,wzdx,2022-08-20,28,13
usdot-jpo-ode,TDx,2022-08-21,1,1
usdot-jpo-ode,asn1_codec,2022-08-21,1,1
usdot-jpo-ode,jpo-ode,2022-08-21,21,1
usdot-jpo-ode,wzdx,2022-08-21,2,2
usdot-jpo-ode,TDx,2022-08-22,2,1
usdot-jpo-ode,jpo-ode,2022-08-22,3,2
usdot-jpo-ode,jpo-security,2022-08-22,7,1
usdot-jpo-ode,jpo-security-svcs,2022-08-22,3,1
usdot-jpo-ode,scms-asn1,2022-08-22,2,1
usdot-jpo-ode,wzdx,2022-08-22,61,17
usdot-jpo-ode,TDx,2022-08-23,2,1
usdot-jpo-ode,asn1_codec,2022-08-23,3,2
usdot-jpo-ode,jpo-cvdp,2022-08-23,3,2
usdot-jpo-ode,jpo-geojsonconverter,2022-08-23,12,2
usdot-jpo-ode,jpo-ode,2022-08-23,25,10
usdot-jpo-ode,jpo-security,2022-08-23,6,2
usdot-jpo-ode,jpo-security-svcs,2022-08-23,4,4
usdot-jpo-ode,scms-asn1,2022-08-23,1,1
usdot-jpo-ode,wzdx,2022-08-23,143,31
usdot-jpo-ode,TDx,2022-08-24,2,1
usdot-jpo-ode,asn1_codec,2022-08-24,1,1
usdot-jpo-ode,jpo-geojsonconverter,2022-08-24,23,3
usdot-jpo-ode,jpo-ode,2022-08-24,15,7
usdot-jpo-ode,jpo-ode-scms-asn,2022-08-24,1,1
usdot-jpo-ode,scms-asn1,2022-08-24,1,1
usdot-jpo-ode,wzdx,2022-08-24,125,33
usdot-jpo-ode,TDx,2022-08-25,2,1
usdot-jpo-ode,jpo-geojsonconverter,2022-08-25,2,1
usdot-jpo-ode,jpo-ode,2022-08-25,6,4
usdot-jpo-ode,scms-asn1,2022-08-25,1,1
usdot-jpo-ode,wzdx,2022-08-25,95,30
usdot-jpo-ode,TDx,2022-08-26,3,2
usdot-jpo-ode,jpo-geojsonconverter,2022-08-26,15,2
usdot-jpo-ode,jpo-ode,2022-08-26,31,11
usdot-jpo-ode,jpo-sdw-depositor,2022-08-26,2,1
usdot-jpo-ode,jpo-security-svcs,2022-08-26,8,5
usdot-jpo-ode,wzdx,2022-08-26,117,38
usdot-jpo-ode,jpo-cvdp,2022-08-27,8,1
usdot-jpo-ode,jpo-ode,2022-08-27,1,1
usdot-jpo-ode,wzdx,2022-08-27,157,3
usdot-jpo-ode,TDx,2022-08-28,1,1
usdot-jpo-ode,scms-asn1,2022-08-28,1,1
usdot-jpo-ode,wzdx,2022-08-28,21,4
usdot-jpo-ode,TDx,2022-08-29,1,1
usdot-jpo-ode,jpo-geojsonconverter,2022-08-29,4,1
usdot-jpo-ode,jpo-ode,2022-08-29,16,10
usdot-jpo-ode,scms-asn1,2022-08-29,1,1
usdot-jpo-ode,wzdx,2022-08-29,110,20
usdot-jpo-ode,TDx,2022-08-30,1,1
usdot-jpo-ode,asn1_codec,2022-08-30,2,1
usdot-jpo-ode,jpo-geojsonconverter,2022-08-30,10,1
usdot-jpo-ode,jpo-ode,2022-08-30,32,3
usdot-jpo-ode,jpo-record-parser,2022-08-30,3,1
usdot-jpo-ode,jpo-security-svcs,2022-08-30,2,2
usdot-jpo-ode,wzdx,2022-08-30,200,29
usdot-jpo-ode,TDx,2022-08-31,5,2
usdot-jpo-ode,jpo-ode,2022-08-31,12,4
usdot-jpo-ode,scms-asn1,2022-08-31,10,3
usdot-jpo-ode,wzdx,2022-08-31,123,27
usdot-jpo-ode,TDx,2022-09-01,1,1
usdot-jpo-ode,wzdx,2022-09-01,3,2
