Start date,End date,Org,Repo,Referrer,Count,Unique
2023-06-30,2023-07-14,usdot-fhwa-OPS,V2X-Hub,github.com,263,8
2023-06-30,2023-07-14,usdot-fhwa-OPS,V2X-Hub,Google,175,31
2023-06-30,2023-07-14,usdot-fhwa-OPS,V2X-Hub,usdot-carma.atlassian.net,68,8
2023-06-30,2023-07-14,usdot-fhwa-OPS,V2X-Hub,Bing,16,2
2023-06-30,2023-07-14,usdot-fhwa-OPS,V2X-Hub,fhwa.dot.gov,8,1
2023-06-30,2023-07-14,usdot-fhwa-OPS,V2X-Hub,usdot-oss4its.atlassian.net,4,2
2023-06-30,2023-07-14,usdot-fhwa-OPS,V2X-Hub,pcb.its.dot.gov,2,2
2023-06-30,2023-07-14,usdot-fhwa-OPS,V2X-Hub,statics.gov.teams.microsoft.us,2,1
2023-06-30,2023-07-14,usdot-fhwa-OPS,V2X-Hub,in.search.yahoo.com,1,1
2023-06-30,2023-07-14,usdot-fhwa-OPS,V2X-Hub,gitee.com,1,1
