Org,Repo,Date,Views count,Views unique
usdot-fhwa-OPS,V2X-Hub,2023-06-01,96,24
usdot-fhwa-OPS,V2X-Hub,2023-06-02,83,12
usdot-fhwa-OPS,V2X-Hub,2023-06-03,4,3
usdot-fhwa-OPS,V2X-Hub,2023-06-04,4,2
usdot-fhwa-OPS,V2X-Hub,2023-06-05,56,14
usdot-fhwa-OPS,V2X-Hub,2023-06-06,194,13
usdot-fhwa-OPS,V2X-Hub,2023-06-07,20,9
usdot-fhwa-OPS,V2X-Hub,2023-06-08,81,9
usdot-fhwa-OPS,V2X-Hub,2023-06-09,183,12
usdot-fhwa-OPS,V2X-Hub,2023-06-10,11,2
usdot-fhwa-OPS,V2X-Hub,2023-06-11,6,3
usdot-fhwa-OPS,V2X-Hub,2023-06-12,68,12
usdot-fhwa-OPS,V2X-Hub,2023-06-13,43,17
usdot-fhwa-OPS,.github,2023-06-14,3,1
usdot-fhwa-OPS,V2X-Hub,2023-06-14,284,28
