Org,Repo,Date,Views count,Views unique
usdot-fhwa-stol,carma-1-tenth,2024-03-18,1,1
usdot-fhwa-stol,carma-analytics-fotda,2024-03-18,153,5
usdot-fhwa-stol,carma-carla-integration,2024-03-18,33,2
usdot-fhwa-stol,carma-cloud,2024-03-18,37,3
usdot-fhwa-stol,carma-cohda-dsrc-driver,2024-03-18,4,2
usdot-fhwa-stol,carma-config,2024-03-18,74,3
usdot-fhwa-stol,carma-messenger,2024-03-18,2,1
usdot-fhwa-stol,carma-msgs,2024-03-18,14,2
usdot-fhwa-stol,carma-platform,2024-03-18,108,17
usdot-fhwa-stol,carma-streets,2024-03-18,21,1
usdot-fhwa-stol,carma-utils,2024-03-18,16,2
usdot-fhwa-stol,cda-telematics,2024-03-18,3,2
usdot-fhwa-stol,cdasim,2024-03-18,15,3
usdot-fhwa-stol,github_metrics,2024-03-18,72,5
usdot-fhwa-stol,j2735decoder,2024-03-18,1,1
usdot-fhwa-stol,ns-3_c-v2x,2024-03-18,1,1
usdot-fhwa-stol,ns3-federate,2024-03-18,13,1
usdot-fhwa-stol,voices-poc,2024-03-18,58,6
usdot-fhwa-stol,carla-sensor-lib,2024-03-19,7,2
usdot-fhwa-stol,carma-analytics-fotda,2024-03-19,156,6
usdot-fhwa-stol,carma-carla-integration,2024-03-19,3,1
usdot-fhwa-stol,carma-cloud,2024-03-19,6,4
usdot-fhwa-stol,carma-cohda-dsrc-driver,2024-03-19,2,1
usdot-fhwa-stol,carma-config,2024-03-19,50,4
usdot-fhwa-stol,carma-messenger,2024-03-19,2,2
usdot-fhwa-stol,carma-msgs,2024-03-19,7,1
usdot-fhwa-stol,carma-ns3-adapter,2024-03-19,7,1
usdot-fhwa-stol,carma-platform,2024-03-19,68,17
usdot-fhwa-stol,carma-streets,2024-03-19,16,4
usdot-fhwa-stol,carma-utils,2024-03-19,74,3
usdot-fhwa-stol,carma-vesc-ssc-wrapper,2024-03-19,4,2
usdot-fhwa-stol,cave-lite,2024-03-19,1,1
usdot-fhwa-stol,cda-telematics,2024-03-19,1,1
usdot-fhwa-stol,cdasim,2024-03-19,153,9
usdot-fhwa-stol,devops,2024-03-19,19,2
usdot-fhwa-stol,j2735decoder,2024-03-19,2,1
usdot-fhwa-stol,multiple_object_tracking,2024-03-19,2,1
usdot-fhwa-stol,ns-3_c-v2x,2024-03-19,10,2
usdot-fhwa-stol,ns3-federate,2024-03-19,44,3
usdot-fhwa-stol,voices-poc,2024-03-19,10,4
usdot-fhwa-stol,actions,2024-03-20,4,1
usdot-fhwa-stol,autoware.auto,2024-03-20,114,5
usdot-fhwa-stol,c1t2x-emulator,2024-03-20,22,2
usdot-fhwa-stol,c1t_rplidar_driver,2024-03-20,1,1
usdot-fhwa-stol,c1t_vesc_driver,2024-03-20,2,1
usdot-fhwa-stol,carma-1-tenth,2024-03-20,1,1
