Start date,End date,Org,Repo,Path,Title,Count,Unique
2022-10-02,2022-10-16,usdot-fhwa-stol,autoware.auto,/usdot-fhwa-stol/autoware.auto/search,Search · m_input_topics_size,27,1
2022-10-02,2022-10-16,usdot-fhwa-stol,autoware.auto,/usdot-fhwa-stol/autoware.auto,usdot-fhwa-stol/autoware.auto,22,7
2022-10-02,2022-10-16,usdot-fhwa-stol,autoware.auto,/usdot-fhwa-stol/autoware.auto/tree/develop/AutowareAuto/src,autoware.auto/AutowareAuto/src at develop · usdot-fhwa-stol/autoware.auto · G...,22,2
2022-10-02,2022-10-16,usdot-fhwa-stol,autoware.auto,/usdot-fhwa-stol/autoware.auto/tree/develop/AutowareAuto/src/perception,autoware.auto/AutowareAuto/src/perception at develop · usdot-fhwa-stol/autowa...,20,3
2022-10-02,2022-10-16,usdot-fhwa-stol,autoware.auto,/usdot-fhwa-stol/autoware.auto/tree/develop/AutowareAuto/src/perception/tracking,autoware.auto/AutowareAuto/src/perception/tracking at develop · usdot-fhwa-st...,12,1
2022-10-02,2022-10-16,usdot-fhwa-stol,autoware.auto,/usdot-fhwa-stol/autoware.auto/tree/develop/AutowareAuto/src/perception/tracking/src,autoware.auto/AutowareAuto/src/perception/tracking/src at develop · usdot-fhw...,10,1
2022-10-02,2022-10-16,usdot-fhwa-stol,autoware.auto,/usdot-fhwa-stol/autoware.auto/tree/develop/AutowareAuto,autoware.auto/AutowareAuto at develop · usdot-fhwa-stol/autoware.auto · GitHub,9,2
2022-10-02,2022-10-16,usdot-fhwa-stol,autoware.auto,/usdot-fhwa-stol/autoware.auto/blob/develop/AutowareAuto/src/perception/tracking/include/tracking/multi_object_tracker.hpp,autoware.auto/multi_object_tracker.hpp at develop · usdot-fhwa-stol/autoware....,9,1
2022-10-02,2022-10-16,usdot-fhwa-stol,autoware.auto,/usdot-fhwa-stol/autoware.auto/pulls,Pull requests · usdot-fhwa-stol/autoware.auto,9,1
2022-10-02,2022-10-16,usdot-fhwa-stol,autoware.auto,/usdot-fhwa-stol/autoware.auto/tree/develop/AutowareAuto/src/perception/tracking_nodes,autoware.auto/AutowareAuto/src/perception/tracking_nodes at develop · usdot-f...,8,1
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-1-tenth,/usdot-fhwa-stol/carma-1-tenth,usdot-fhwa-stol/carma-1-tenth: Coming Soon. CARMA 1Tenth will operate CARMA P...,8,7
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-1-tenth,/usdot-fhwa-stol/carma-1-tenth/blob/develop/TO%2019-419_CARMA%201tenth%20setup%20instructions.pdf,carma-1-tenth/TO 19-419_CARMA 1tenth setup instructions.pdf at develop · usdo...,2,1
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-analytics-fotda,/usdot-fhwa-stol/carma-analytics-fotda/tree/TSMO_UC1_Analysis,usdot-fhwa-stol/carma-analytics-fotda at TSMO_UC1_Analysis,10,2
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-analytics-fotda,/usdot-fhwa-stol/carma-analytics-fotda/tree/TSMO_UC1_Analysis/tsmo,carma-analytics-fotda/tsmo at TSMO_UC1_Analysis · usdot-fhwa-stol/carma-analy...,7,1
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-analytics-fotda,/usdot-fhwa-stol/carma-analytics-fotda,"usdot-fhwa-stol/carma-analytics-fotda: CARMA Analytics is a secure, scalable ...",6,4
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-analytics-fotda,/usdot-fhwa-stol/carma-analytics-fotda/tree/main,"usdot-fhwa-stol/carma-analytics-fotda: CARMA Analytics is a secure, scalable ...",3,1
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-analytics-fotda,/usdot-fhwa-stol/carma-analytics-fotda/tree/TSMO_UC3_Analysis/tsmo,carma-analytics-fotda/tsmo at TSMO_UC3_Analysis · usdot-fhwa-stol/carma-analy...,3,1
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-analytics-fotda,/usdot-fhwa-stol/carma-analytics-fotda/blob/TSMO_UC3_Analysis/tsmo/data/Raw_Log_Files/scheduling_101422.log,carma-analytics-fotda/scheduling_101422.log at TSMO_UC3_Analysis · usdot-fhwa...,2,1
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-analytics-fotda,/usdot-fhwa-stol/carma-analytics-fotda/commit/35607f506dd17d05717bb803ce90d92202d3e98a,small plotting fixes · usdot-fhwa-stol/carma-analytics-fotda@35607f5,2,1
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-analytics-fotda,/usdot-fhwa-stol/carma-analytics-fotda/commits/TSMO_UC1_Analysis,Commits · usdot-fhwa-stol/carma-analytics-fotda,2,1
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-analytics-fotda,/usdot-fhwa-stol/carma-analytics-fotda/delete/TSMO_UC3_Analysis/tsmo/data/Raw_Log_Files/scheduling_101422.log,Deleting carma-analytics-fotda/scheduling_101422.log at TSMO_UC3_Analysis · u...,2,1
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-analytics-fotda,/usdot-fhwa-stol/carma-analytics-fotda/tree/TSMO_UC3_Analysis,usdot-fhwa-stol/carma-analytics-fotda at TSMO_UC3_Analysis,2,1
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-base,/usdot-fhwa-stol/carma-base,"usdot-fhwa-stol/carma-base: Docker base image for the CARMA Platform, bakes i...",15,6
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-base,/usdot-fhwa-stol/carma-base/blob/develop/Dockerfile,carma-base/Dockerfile at develop · usdot-fhwa-stol/carma-base · GitHub,4,3
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-base,/usdot-fhwa-stol/carma-base/tree/develop/docker,carma-base/docker at develop · usdot-fhwa-stol/carma-base,4,2
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-base,/usdot-fhwa-stol/carma-base/blob/develop/docker/build-image.sh,carma-base/build-image.sh at develop · usdot-fhwa-stol/carma-base,3,2
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-base,/usdot-fhwa-stol/carma-base/pull/163,Update collect_gcovr.bash by SaikrishnaBairamoni · Pull Request #163 · usdot-...,3,1
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-base,/usdot-fhwa-stol/carma-base/pulls,Pull requests · usdot-fhwa-stol/carma-base,2,2
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-base,/usdot-fhwa-stol/carma-base/blob/fix/coveragescripts/code_coverage/collect_gcovr.bash,carma-base/collect_gcovr.bash at fix/coveragescripts · usdot-fhwa-stol/carma-...,2,1
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-base,/usdot-fhwa-stol/carma-base/blob/c73b65dc90d0dc8481524ebbd5cefd041f5aef19/Dockerfile,carma-base/Dockerfile at c73b65dc90d0dc8481524ebbd5cefd041f5aef19 · usdot-fhw...,1,1
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-base,/usdot-fhwa-stol/carma-base/blob/carma-system-3.11.0/Dockerfile,carma-base/Dockerfile at carma-system-3.11.0 · usdot-fhwa-stol/carma-base,1,1
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-base,/usdot-fhwa-stol/carma-base/blob/carma-system-3.9.0/Dockerfile,carma-base/Dockerfile at carma-system-3.9.0 · usdot-fhwa-stol/carma-base,1,1
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-cadillac-srx-2013-controller-driver,/usdot-fhwa-stol/carma-cadillac-srx-2013-controller-driver,GitHub - usdot-fhwa-stol/carma-cadillac-srx-2013-controller-driver: CARMA pla...,1,1
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-carla-integration,/usdot-fhwa-stol/carma-carla-integration/pull/9,Feature/add datastream toggle by lewisid · Pull Request #9 · usdot-fhwa-stol/...,33,6
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-carla-integration,/usdot-fhwa-stol/carma-carla-integration,usdot-fhwa-stol/carma-carla-integration: Integration nodes for interfacing CA...,26,10
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-carla-integration,/usdot-fhwa-stol/carma-carla-integration/pull/9/files,Feature/add datastream toggle by lewisid · Pull Request #9 · usdot-fhwa-stol/...,12,2
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-carla-integration,/usdot-fhwa-stol/carma-carla-integration/tree/develop/carma-carla-integration,carma-carla-integration/carma-carla-integration at develop · usdot-fhwa-stol/...,12,2
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-carla-integration,/usdot-fhwa-stol/carma-carla-integration/pulls,Pull requests · usdot-fhwa-stol/carma-carla-integration,11,2
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-carla-integration,/usdot-fhwa-stol/carma-carla-integration/tree/develop/carma-carla-integration/carla_sensors_integration/src,carma-carla-integration/carma-carla-integration/carla_sensors_integration/src...,10,1
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-carla-integration,/usdot-fhwa-stol/carma-carla-integration/tree/develop/carma-carla-integration/carma-carla-bridge,carma-carla-integration/carma-carla-integration/carma-carla-bridge at develop...,9,2
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-carla-integration,/usdot-fhwa-stol/carma-carla-integration/blob/develop/carma-carla-integration/carla_sensors_integration/src/carla_sensors_integration_node.cpp,carma-carla-integration/carla_sensors_integration_node.cpp at develop · usdot...,9,1
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-carla-integration,/usdot-fhwa-stol/carma-carla-integration/tree/main/docker,carma-carla-integration/docker at main · usdot-fhwa-stol/carma-carla-integrat...,7,3
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-carla-integration,/usdot-fhwa-stol/carma-carla-integration/tree/develop/carma-carla-integration/carma-carla-bridge/src/carma_carla_bridge,carma-carla-integration/carma-carla-integration/carma-carla-bridge/src/carma_...,7,2
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-cloud,/usdot-fhwa-stol/carma-cloud,usdot-fhwa-stol/carma-cloud: Now available! Cloud-based open source software ...,32,13
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-cloud,/usdot-fhwa-stol/carma-cloud/tree/develop/src/cc,carma-cloud/src/cc at develop · usdot-fhwa-stol/carma-cloud · GitHub,11,4
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-cloud,/usdot-fhwa-stol/carma-cloud/search,Search · removewidth,7,2
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-cloud,/usdot-fhwa-stol/carma-cloud/blob/6c8e41f117cbd7744c1dbe633026e0b067e7cc22/src/cc/ws/TcmReqServlet.java,carma-cloud/TcmReqServlet.java at 6c8e41f117cbd7744c1dbe633026e0b067e7cc22 · ...,6,3
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-cloud,/usdot-fhwa-stol/carma-cloud/tree/master,usdot-fhwa-stol/carma-cloud at master,5,3
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-cloud,/usdot-fhwa-stol/carma-cloud/pulls,Pull requests · usdot-fhwa-stol/carma-cloud,4,1
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-cloud,/usdot-fhwa-stol/carma-cloud/blame/6c8e41f117cbd7744c1dbe633026e0b067e7cc22/src/cc/ctrl/TrafCtrl.java,carma-cloud/src/cc/ctrl/TrafCtrl.java at 6c8e41f117cbd7744c1dbe633026e0b067e7...,3,1
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-cloud,/usdot-fhwa-stol/carma-cloud/issues,Issues · usdot-fhwa-stol/carma-cloud,3,1
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-cloud,/usdot-fhwa-stol/carma-cloud/blob/6c8e41f117cbd7744c1dbe633026e0b067e7cc22/src/cc/ctrl/TrafCtrl.java,carma-cloud/TrafCtrl.java at 6c8e41f117cbd7744c1dbe633026e0b067e7cc22 · usdot...,2,2
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-cloud,/usdot-fhwa-stol/carma-cloud/tree/develop/src,carma-cloud/src at develop · usdot-fhwa-stol/carma-cloud · GitHub,2,2
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-cohda-dsrc-driver,/usdot-fhwa-stol/carma-cohda-dsrc-driver,usdot-fhwa-stol/carma-cohda-dsrc-driver: Cohda DSRC driver for CARMA Platform,5,4
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-cohda-dsrc-driver,/usdot-fhwa-stol/carma-cohda-dsrc-driver/tree/develop/dsrc_driver,carma-cohda-dsrc-driver/dsrc_driver at develop · usdot-fhwa-stol/carma-cohda-...,3,2
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-cohda-dsrc-driver,/usdot-fhwa-stol/carma-cohda-dsrc-driver/tree/develop/dsrc_driver/src,carma-cohda-dsrc-driver/dsrc_driver/src at develop · usdot-fhwa-stol/carma-co...,3,2
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-cohda-dsrc-driver,/usdot-fhwa-stol/carma-cohda-dsrc-driver/blob/develop/dsrc_driver/src/dsrc_driver_node.cpp,carma-cohda-dsrc-driver/dsrc_driver_node.cpp at develop · usdot-fhwa-stol/car...,2,2
2022-10-02,2022-10-16,usdot-fhwa-stol,carma-cohda-dsrc-driver,/usdot-fhwa-stol/carma-cohda-dsrc-driver/blob/develop/dsrc_driver/src/dsrc_client.cpp,carma-cohda-dsrc-driver/dsrc_client.cpp at develop · usdot-fhwa-stol/carma-co...,1,1
