Org,Repo,Date,Clones count,Clones unique
usdot-fhwa-OPS,V2X-Hub,2023-04-17,111,7
usdot-fhwa-OPS,V2X-Hub,2023-04-18,169,11
usdot-fhwa-OPS,V2X-Hub,2023-04-19,63,19
usdot-fhwa-OPS,V2X-Hub,2023-04-20,85,13
usdot-fhwa-OPS,V2X-Hub,2023-04-21,9,5
usdot-fhwa-OPS,V2X-Hub,2023-04-22,1,1
usdot-fhwa-OPS,V2X-Hub,2023-04-24,23,11
usdot-fhwa-OPS,V2X-Hub,2023-04-25,29,9
usdot-fhwa-OPS,V2X-Hub,2023-04-26,39,12
usdot-fhwa-OPS,V2X-Hub,2023-04-27,8,3
usdot-fhwa-OPS,V2X-Hub,2023-04-28,10,4
usdot-fhwa-OPS,V2X-Hub,2023-04-30,1,1
