Start date,End date,Org,Repo,Referrer,Count,Unique
2024-07-29,2024-08-12,usdot-fhwa-OPS,ITS-Secure-Prototype-App,github.com,1,1
2024-07-29,2024-08-12,usdot-fhwa-OPS,ITS-Secure-Prototype-Backend,github.com,1,1
2024-07-29,2024-08-12,usdot-fhwa-OPS,V2X-Hub,Google,252,28
2024-07-29,2024-08-12,usdot-fhwa-OPS,V2X-Hub,github.com,208,9
2024-07-29,2024-08-12,usdot-fhwa-OPS,V2X-Hub,openv2x.org,27,1
2024-07-29,2024-08-12,usdot-fhwa-OPS,V2X-Hub,Bing,4,2
2024-07-29,2024-08-12,usdot-fhwa-OPS,V2X-Hub,usdot-carma.atlassian.net,4,1
2024-07-29,2024-08-12,usdot-fhwa-OPS,V2X-Hub,its.dot.gov,3,1
2024-07-29,2024-08-12,usdot-fhwa-OPS,V2X-Hub,cn.bing.com,2,1
2024-07-29,2024-08-12,usdot-fhwa-OPS,V2X-Hub,search.brave.com,1,1
2024-07-29,2024-08-12,usdot-fhwa-OPS,V2X-Hub,usdot-oss4its.atlassian.net,1,1
2024-07-29,2024-08-12,usdot-fhwa-OPS,v2xhub-angular-ui-prototype,github.com,1,1
