Start date,End date,Org,Repo,Referrer,Count,Unique
2023-10-31,2023-11-14,usdot-jpo-ode,asn1_codec,Google,37,2
2023-10-31,2023-11-14,usdot-jpo-ode,asn1_codec,github.com,19,4
2023-10-31,2023-11-14,usdot-jpo-ode,asn1_codec,Bing,2,1
2023-10-31,2023-11-14,usdot-jpo-ode,jpo-conflictmonitor,github.com,58,4
2023-10-31,2023-11-14,usdot-jpo-ode,jpo-conflictmonitor,DuckDuckGo,8,1
2023-10-31,2023-11-14,usdot-jpo-ode,jpo-conflictvisualizer,github.com,20,2
2023-10-31,2023-11-14,usdot-jpo-ode,jpo-conflictvisualizer,DuckDuckGo,19,1
2023-10-31,2023-11-14,usdot-jpo-ode,jpo-cvdp,github.com,28,3
2023-10-31,2023-11-14,usdot-jpo-ode,jpo-cvmanager,Google,29,1
2023-10-31,2023-11-14,usdot-jpo-ode,jpo-cvmanager,github.com,16,3
2023-10-31,2023-11-14,usdot-jpo-ode,jpo-geojsonconverter,github.com,39,4
2023-10-31,2023-11-14,usdot-jpo-ode,jpo-geojsonconverter,DuckDuckGo,11,1
2023-10-31,2023-11-14,usdot-jpo-ode,jpo-geojsonconverter,statics.teams.cdn.office.net,7,1
2023-10-31,2023-11-14,usdot-jpo-ode,jpo-geojsonconverter,Google,1,1
2023-10-31,2023-11-14,usdot-jpo-ode,jpo-geojsonconverter,l.messenger.com,1,1
2023-10-31,2023-11-14,usdot-jpo-ode,jpo-ode,Google,28,10
2023-10-31,2023-11-14,usdot-jpo-ode,jpo-ode,github.com,20,7
2023-10-31,2023-11-14,usdot-jpo-ode,jpo-ode,DuckDuckGo,7,2
2023-10-31,2023-11-14,usdot-jpo-ode,jpo-ode,statics.gov.teams.microsoft.us,4,1
2023-10-31,2023-11-14,usdot-jpo-ode,jpo-ode,datahub.transportation.gov,1,1
2023-10-31,2023-11-14,usdot-jpo-ode,jpo-ode,pcb.its.dot.gov,1,1
2023-10-31,2023-11-14,usdot-jpo-ode,jpo-ode,l.messenger.com,1,1
2023-10-31,2023-11-14,usdot-jpo-ode,jpo-s3-deposit,github.com,8,2
2023-10-31,2023-11-14,usdot-jpo-ode,jpo-s3-deposit,code.gov,1,1
2023-10-31,2023-11-14,usdot-jpo-ode,jpo-sdw-depositor,github.com,7,3
2023-10-31,2023-11-14,usdot-jpo-ode,jpo-security,Google,4,2
2023-10-31,2023-11-14,usdot-jpo-ode,jpo-security,github.com,1,1
2023-10-31,2023-11-14,usdot-jpo-ode,jpo-security-svcs,github.com,5,2
2023-10-31,2023-11-14,usdot-jpo-ode,scms-asn1,Google,15,6
2023-10-31,2023-11-14,usdot-jpo-ode,scms-asn1,github.com,1,1
2023-10-31,2023-11-14,usdot-jpo-ode,TDx,statics.teams.cdn.office.net,3,1
2023-10-31,2023-11-14,usdot-jpo-ode,TDx,transportation.gov,2,2
2023-10-31,2023-11-14,usdot-jpo-ode,TDx,Google,1,1
2023-10-31,2023-11-14,usdot-jpo-ode,TDx,github.com,1,1
2023-10-31,2023-11-14,usdot-jpo-ode,wzdx,transportation.gov,200,27
2023-10-31,2023-11-14,usdot-jpo-ode,wzdx,Google,197,23
2023-10-31,2023-11-14,usdot-jpo-ode,wzdx,fhwa.dot.gov,54,6
2023-10-31,2023-11-14,usdot-jpo-ode,wzdx,statics.gov.teams.microsoft.us,14,1
2023-10-31,2023-11-14,usdot-jpo-ode,wzdx,workzonesafety.org,10,2
2023-10-31,2023-11-14,usdot-jpo-ode,wzdx,statics.teams.cdn.office.net,7,4
2023-10-31,2023-11-14,usdot-jpo-ode,wzdx,dev.azure.com,6,3
2023-10-31,2023-11-14,usdot-jpo-ode,wzdx,github.com,4,2
2023-10-31,2023-11-14,usdot-jpo-ode,wzdx,confluence.parsons.com,4,1
2023-10-31,2023-11-14,usdot-jpo-ode,wzdx,statescoop.com,4,1
