Org,Repo,Date,Clones count,Clones unique
usdot-fhwa-stol,WxDE,2023-03-18,1,1
usdot-fhwa-stol,autoware.auto,2023-03-18,2,2
usdot-fhwa-stol,carma-base,2023-03-18,1,1
usdot-fhwa-stol,carma-cloud,2023-03-18,1,1
usdot-fhwa-stol,carma-cohda-dsrc-driver,2023-03-18,1,1
usdot-fhwa-stol,carma-delphi-esr-driver,2023-03-18,2,2
usdot-fhwa-stol,carma-msgs,2023-03-18,5,3
usdot-fhwa-stol,carma-novatel-oem7-driver-wrapper,2023-03-18,1,1
usdot-fhwa-stol,carma-platform,2023-03-18,1,1
usdot-fhwa-stol,carma-simulation,2023-03-18,1,1
usdot-fhwa-stol,carma-cloud,2023-03-19,2,2
usdot-fhwa-stol,carma-cohda-dsrc-driver,2023-03-19,1,1
usdot-fhwa-stol,carma-delphi-srr2-driver,2023-03-19,1,1
usdot-fhwa-stol,carma-messenger,2023-03-19,1,1
usdot-fhwa-stol,carma-simulation,2023-03-19,8,2
usdot-fhwa-stol,carma-ssc-interface-wrapper,2023-03-19,2,2
usdot-fhwa-stol,ads-traffic-regs,2023-03-20,1,1
usdot-fhwa-stol,autoware.auto,2023-03-20,7,6
usdot-fhwa-stol,c1t-tools,2023-03-20,1,1
usdot-fhwa-stol,carma-base,2023-03-20,1,1
usdot-fhwa-stol,carma-cloud,2023-03-20,4,1
usdot-fhwa-stol,carma-cohda-dsrc-driver,2023-03-20,1,1
usdot-fhwa-stol,carma-config,2023-03-20,2,2
usdot-fhwa-stol,carma-delphi-esr-driver,2023-03-20,1,1
usdot-fhwa-stol,carma-delphi-srr2-driver,2023-03-20,1,1
usdot-fhwa-stol,carma-garmin-lidar-lite-v3-driver-wrapper,2023-03-20,1,1
usdot-fhwa-stol,carma-lightbar-driver,2023-03-20,2,2
usdot-fhwa-stol,carma-messenger,2023-03-20,1,1
usdot-fhwa-stol,carma-msgs,2023-03-20,12,7
usdot-fhwa-stol,carma-platform,2023-03-20,2,2
usdot-fhwa-stol,carma-simulation,2023-03-20,58,6
usdot-fhwa-stol,carma-ssc-interface-wrapper,2023-03-20,1,1
usdot-fhwa-stol,carma-torc-pinpoint-driver,2023-03-20,1,1
usdot-fhwa-stol,carma-utils,2023-03-20,4,3
usdot-fhwa-stol,carma-vehicle-model-framework,2023-03-20,1,1
usdot-fhwa-stol,carma-velodyne-lidar-driver,2023-03-20,1,1
usdot-fhwa-stol,carma-web-ui,2023-03-20,2,2
usdot-fhwa-stol,devops,2023-03-20,3,1
usdot-fhwa-stol,documentation,2023-03-20,2,1
usdot-fhwa-stol,github_metrics,2023-03-20,2,2
usdot-fhwa-stol,CARMAConcept,2023-03-21,2,1
usdot-fhwa-stol,autoware.auto,2023-03-21,15,14
usdot-fhwa-stol,c1t_rplidar_driver,2023-03-21,2,1
usdot-fhwa-stol,c1t_vesc_driver,2023-03-21,2,1
usdot-fhwa-stol,c1t_zed_driver,2023-03-21,2,1
usdot-fhwa-stol,carma-1-tenth,2023-03-21,3,2
usdot-fhwa-stol,carma-base,2023-03-21,4,3
usdot-fhwa-stol,carma-cadillac-srx-2013-controller-driver,2023-03-21,2,1
usdot-fhwa-stol,carma-carla-integration,2023-03-21,2,2
usdot-fhwa-stol,carma-cloud,2023-03-21,24,8
usdot-fhwa-stol,carma-cohda-dsrc-driver,2023-03-21,4,3
usdot-fhwa-stol,carma-config,2023-03-21,3,3
usdot-fhwa-stol,carma-delphi-esr-driver,2023-03-21,4,3
usdot-fhwa-stol,carma-delphi-srr2-driver,2023-03-21,4,3
usdot-fhwa-stol,carma-freightliner-2012-controller-driver,2023-03-21,2,1
usdot-fhwa-stol,carma-garmin-lidar-lite-v3-driver-wrapper,2023-03-21,2,2
usdot-fhwa-stol,carma-lightbar-driver,2023-03-21,4,3
usdot-fhwa-stol,carma-messenger,2023-03-21,11,8
usdot-fhwa-stol,carma-mobileye-driver,2023-03-21,2,1
usdot-fhwa-stol,carma-msgs,2023-03-21,41,19
usdot-fhwa-stol,carma-novatel-oem7-driver-wrapper,2023-03-21,2,1
usdot-fhwa-stol,carma-platform,2023-03-21,6,4
usdot-fhwa-stol,carma-rtk,2023-03-21,2,1
usdot-fhwa-stol,carma-simulation,2023-03-21,49,5
usdot-fhwa-stol,carma-ssc-interface-wrapper,2023-03-21,4,3
usdot-fhwa-stol,carma-streets,2023-03-21,2,1
usdot-fhwa-stol,carma-torc-pinpoint-driver,2023-03-21,4,3
usdot-fhwa-stol,carma-torc-xgv-controller-driver,2023-03-21,1,1
usdot-fhwa-stol,carma-utils,2023-03-21,13,5
usdot-fhwa-stol,carma-validation,2023-03-21,2,1
usdot-fhwa-stol,carma-vehicle-model-framework,2023-03-21,4,3
usdot-fhwa-stol,carma-velodyne-lidar-driver,2023-03-21,3,3
usdot-fhwa-stol,carma-web-ui,2023-03-21,4,3
usdot-fhwa-stol,cav-education,2023-03-21,2,1
usdot-fhwa-stol,cavams,2023-03-21,1,1
usdot-fhwa-stol,devops,2023-03-21,3,1
usdot-fhwa-stol,documentation,2023-03-21,3,3
usdot-fhwa-stol,testing-training-tools,2023-03-21,2,1
usdot-fhwa-stol,tim-bc,2023-03-21,2,1
usdot-fhwa-stol,voices-cda-use-case-scenario-database,2023-03-21,2,1
usdot-fhwa-stol,voices-poc,2023-03-21,3,2
usdot-fhwa-stol,autoware.auto,2023-03-22,10,10
usdot-fhwa-stol,carma-carla-integration,2023-03-22,1,1
usdot-fhwa-stol,carma-cloud,2023-03-22,13,3
usdot-fhwa-stol,carma-messenger,2023-03-22,12,7
usdot-fhwa-stol,carma-msgs,2023-03-22,27,15
usdot-fhwa-stol,carma-platform,2023-03-22,6,3
usdot-fhwa-stol,carma-simulation,2023-03-22,36,6
usdot-fhwa-stol,carma-streets,2023-03-22,10,4
usdot-fhwa-stol,carma-torc-pinpoint-driver,2023-03-22,3,3
usdot-fhwa-stol,carma-utils,2023-03-22,9,6
usdot-fhwa-stol,devops,2023-03-22,2,1
usdot-fhwa-stol,documentation,2023-03-22,4,2
usdot-fhwa-stol,voices-poc,2023-03-22,3,2
usdot-fhwa-stol,.github,2023-03-23,1,1
usdot-fhwa-stol,autoware.auto,2023-03-23,21,21
usdot-fhwa-stol,carma-base,2023-03-23,1,1
usdot-fhwa-stol,carma-carla-integration,2023-03-23,2,2
usdot-fhwa-stol,carma-cloud,2023-03-23,18,1
usdot-fhwa-stol,carma-cohda-dsrc-driver,2023-03-23,2,2
usdot-fhwa-stol,carma-config,2023-03-23,2,2
usdot-fhwa-stol,carma-delphi-esr-driver,2023-03-23,2,2
usdot-fhwa-stol,carma-delphi-srr2-driver,2023-03-23,1,1
usdot-fhwa-stol,carma-garmin-lidar-lite-v3-driver-wrapper,2023-03-23,2,2
usdot-fhwa-stol,carma-lightbar-driver,2023-03-23,2,2
usdot-fhwa-stol,carma-messenger,2023-03-23,24,12
usdot-fhwa-stol,carma-msgs,2023-03-23,65,31
usdot-fhwa-stol,carma-novatel-oem7-driver-wrapper,2023-03-23,1,1
usdot-fhwa-stol,carma-platform,2023-03-23,30,8
usdot-fhwa-stol,carma-simulation,2023-03-23,23,7
usdot-fhwa-stol,carma-ssc-interface-wrapper,2023-03-23,2,2
usdot-fhwa-stol,carma-streets,2023-03-23,1,1
usdot-fhwa-stol,carma-time-lib,2023-03-23,1,1
usdot-fhwa-stol,carma-torc-pinpoint-driver,2023-03-23,1,1
usdot-fhwa-stol,carma-utils,2023-03-23,25,12
usdot-fhwa-stol,carma-vehicle-model-framework,2023-03-23,2,2
usdot-fhwa-stol,carma-velodyne-lidar-driver,2023-03-23,1,1
usdot-fhwa-stol,carma-web-ui,2023-03-23,1,1
usdot-fhwa-stol,devops,2023-03-23,2,1
usdot-fhwa-stol,documentation,2023-03-23,3,3
usdot-fhwa-stol,snmp-client,2023-03-23,1,1
