Start date,End date,Org,Repo,Path,Title,Count,Unique
2023-05-17,2023-05-31,usdot-fhwa-OPS,V2X-Hub,/usdot-fhwa-OPS/V2X-Hub,usdot-fhwa-OPS/V2X-Hub: V2X Hub is a message handler that acts as a translato...,182,68
2023-05-17,2023-05-31,usdot-fhwa-OPS,V2X-Hub,/usdot-fhwa-OPS/V2X-Hub/pulls,Pull requests · usdot-fhwa-OPS/V2X-Hub,42,5
2023-05-17,2023-05-31,usdot-fhwa-OPS,V2X-Hub,/usdot-fhwa-OPS/V2X-Hub/tree/develop/src,V2X-Hub/src at develop · usdot-fhwa-OPS/V2X-Hub · GitHub,38,10
2023-05-17,2023-05-31,usdot-fhwa-OPS,V2X-Hub,/usdot-fhwa-OPS/V2X-Hub/tree/develop/src/v2i-hub,V2X-Hub/src/v2i-hub at develop · usdot-fhwa-OPS/V2X-Hub · GitHub,34,8
2023-05-17,2023-05-31,usdot-fhwa-OPS,V2X-Hub,/usdot-fhwa-OPS/V2X-Hub/issues,Issues · usdot-fhwa-OPS/V2X-Hub · GitHub,34,7
2023-05-17,2023-05-31,usdot-fhwa-OPS,V2X-Hub,/usdot-fhwa-OPS/V2X-Hub/pull/533,V2XHub / CARMA Streets to process and broadcast SSM by dan-du-car · Pull Requ...,31,3
2023-05-17,2023-05-31,usdot-fhwa-OPS,V2X-Hub,/usdot-fhwa-OPS/V2X-Hub/tree/develop,V2X-Hub/ at develop · usdot-fhwa-OPS/V2X-Hub · GitHub,19,3
2023-05-17,2023-05-31,usdot-fhwa-OPS,V2X-Hub,/usdot-fhwa-OPS/V2X-Hub/tree/develop/docs,V2X-Hub/docs at develop · usdot-fhwa-OPS/V2X-Hub · GitHub,17,8
2023-05-17,2023-05-31,usdot-fhwa-OPS,V2X-Hub,/usdot-fhwa-OPS/V2X-Hub/blob/master/docs/Release_notes.md,V2X-Hub/Release_notes.md at master · usdot-fhwa-OPS/V2X-Hub · GitHub,15,15
2023-05-17,2023-05-31,usdot-fhwa-OPS,V2X-Hub,/usdot-fhwa-OPS/V2X-Hub/pull/533/checks,V2XHub / CARMA Streets to process and broadcast SSM by dan-du-car · Pull Requ...,14,2
