Start date,End date,Org,Repo,Referrer,Count,Unique
2022-10-02,2022-10-16,usdot-jpo-ode,asn1_codec,github.com,4,3
2022-10-02,2022-10-16,usdot-jpo-ode,asn1_codec,Google,3,3
2022-10-02,2022-10-16,usdot-jpo-ode,jpo-cvdp,github.com,11,2
2022-10-02,2022-10-16,usdot-jpo-ode,jpo-cvdp,Google,6,1
2022-10-02,2022-10-16,usdot-jpo-ode,jpo-geojsonconverter,github.com,65,3
2022-10-02,2022-10-16,usdot-jpo-ode,jpo-geojsonconverter,DuckDuckGo,32,1
2022-10-02,2022-10-16,usdot-jpo-ode,jpo-geojsonconverter,Google,2,1
2022-10-02,2022-10-16,usdot-jpo-ode,jpo-ode,github.com,40,7
2022-10-02,2022-10-16,usdot-jpo-ode,jpo-ode,Google,28,14
2022-10-02,2022-10-16,usdot-jpo-ode,jpo-ode,DuckDuckGo,27,2
2022-10-02,2022-10-16,usdot-jpo-ode,jpo-ode,ecosia.org,2,1
2022-10-02,2022-10-16,usdot-jpo-ode,jpo-ode,datahub.transportation.gov,1,1
2022-10-02,2022-10-16,usdot-jpo-ode,jpo-ode,its.dot.gov,1,1
2022-10-02,2022-10-16,usdot-jpo-ode,jpo-ode,Baidu,1,1
2022-10-02,2022-10-16,usdot-jpo-ode,jpo-s3-deposit,github.com,1,1
2022-10-02,2022-10-16,usdot-jpo-ode,jpo-sdw-depositor,github.com,1,1
2022-10-02,2022-10-16,usdot-jpo-ode,jpo-security,Google,12,4
2022-10-02,2022-10-16,usdot-jpo-ode,jpo-security-svcs,github.com,2,1
2022-10-02,2022-10-16,usdot-jpo-ode,TDx,github.com,5,3
2022-10-02,2022-10-16,usdot-jpo-ode,TDx,statics.teams.cdn.office.net,2,2
2022-10-02,2022-10-16,usdot-jpo-ode,TDx,fhwa.dot.gov,1,1
2022-10-02,2022-10-16,usdot-jpo-ode,TDx,Bing,1,1
2022-10-02,2022-10-16,usdot-jpo-ode,wzdx,Google,131,29
2022-10-02,2022-10-16,usdot-jpo-ode,wzdx,transportation.gov,118,45
2022-10-02,2022-10-16,usdot-jpo-ode,wzdx,dev-pilit.appspot.com,22,1
2022-10-02,2022-10-16,usdot-jpo-ode,wzdx,jira.datasys.swri.edu,16,3
2022-10-02,2022-10-16,usdot-jpo-ode,wzdx,datahub.transportation.gov,13,1
2022-10-02,2022-10-16,usdot-jpo-ode,wzdx,github.com,12,4
2022-10-02,2022-10-16,usdot-jpo-ode,wzdx,dev.azure.com,9,3
2022-10-02,2022-10-16,usdot-jpo-ode,wzdx,Bing,9,3
2022-10-02,2022-10-16,usdot-jpo-ode,wzdx,statics.teams.cdn.office.net,5,1
2022-10-02,2022-10-16,usdot-jpo-ode,wzdx,fhwa.dot.gov,4,2
