Org,Repo,Date,Views count,Views unique
usdot-fhwa-stol,carma-base,2022-09-17,11,1
usdot-fhwa-stol,carma-cloud,2022-09-17,1,1
usdot-fhwa-stol,carma-config,2022-09-17,1,1
usdot-fhwa-stol,carma-msgs,2022-09-17,3,2
usdot-fhwa-stol,carma-platform,2022-09-17,24,6
usdot-fhwa-stol,carma-simulation,2022-09-17,1,1
usdot-fhwa-stol,carma-ssc-interface-wrapper,2022-09-17,3,3
usdot-fhwa-stol,carma-streets,2022-09-17,20,3
usdot-fhwa-stol,carma-web-ui,2022-09-17,1,1
usdot-fhwa-stol,carma-cloud,2022-09-18,1,1
usdot-fhwa-stol,carma-config,2022-09-18,17,2
usdot-fhwa-stol,carma-msgs,2022-09-18,3,1
usdot-fhwa-stol,carma-platform,2022-09-18,96,15
usdot-fhwa-stol,carma-simulation,2022-09-18,1,1
usdot-fhwa-stol,carma-ssc-interface-wrapper,2022-09-18,1,1
usdot-fhwa-stol,carma-streets,2022-09-18,3,2
usdot-fhwa-stol,carma-web-ui,2022-09-18,4,1
usdot-fhwa-stol,cav-education,2022-09-18,2,1
usdot-fhwa-stol,autoware.auto,2022-09-19,1,1
usdot-fhwa-stol,carma-1-tenth,2022-09-19,1,1
usdot-fhwa-stol,carma-base,2022-09-19,12,2
usdot-fhwa-stol,carma-carla-integration,2022-09-19,32,4
usdot-fhwa-stol,carma-cloud,2022-09-19,21,3
usdot-fhwa-stol,carma-cohda-dsrc-driver,2022-09-19,2,2
usdot-fhwa-stol,carma-config,2022-09-19,20,7
usdot-fhwa-stol,carma-messenger,2022-09-19,7,4
usdot-fhwa-stol,carma-msgs,2022-09-19,2,1
usdot-fhwa-stol,carma-platform,2022-09-19,110,21
usdot-fhwa-stol,carma-simulation,2022-09-19,109,6
usdot-fhwa-stol,carma-ssc-interface-wrapper,2022-09-19,4,2
usdot-fhwa-stol,carma-streets,2022-09-19,131,10
usdot-fhwa-stol,carma-utils,2022-09-19,1,1
usdot-fhwa-stol,carma-vehicle-model-framework,2022-09-19,3,1
usdot-fhwa-stol,carma-web-ui,2022-09-19,1,1
usdot-fhwa-stol,cav-education,2022-09-19,3,2
usdot-fhwa-stol,tim-bc,2022-09-19,1,1
usdot-fhwa-stol,carma-1-tenth,2022-09-20,1,1
usdot-fhwa-stol,carma-base,2022-09-20,3,2
usdot-fhwa-stol,carma-carla-integration,2022-09-20,32,3
usdot-fhwa-stol,carma-cloud,2022-09-20,5,2
usdot-fhwa-stol,carma-cohda-dsrc-driver,2022-09-20,4,1
usdot-fhwa-stol,carma-config,2022-09-20,3,1
usdot-fhwa-stol,carma-messenger,2022-09-20,7,1
usdot-fhwa-stol,carma-msgs,2022-09-20,10,2
usdot-fhwa-stol,carma-platform,2022-09-20,193,32
usdot-fhwa-stol,carma-simulation,2022-09-20,82,3
usdot-fhwa-stol,carma-streets,2022-09-20,173,7
usdot-fhwa-stol,carma-utils,2022-09-20,2,1
usdot-fhwa-stol,carma-validation,2022-09-20,2,1
usdot-fhwa-stol,carma-vehicle-model-framework,2022-09-20,1,1
usdot-fhwa-stol,carma-velodyne-lidar-driver,2022-09-20,10,2
usdot-fhwa-stol,carma-web-ui,2022-09-20,1,1
usdot-fhwa-stol,autoware.auto,2022-09-21,5,2
usdot-fhwa-stol,carma-1-tenth,2022-09-21,12,4
usdot-fhwa-stol,carma-base,2022-09-21,1,1
usdot-fhwa-stol,carma-carla-integration,2022-09-21,86,5
usdot-fhwa-stol,carma-cloud,2022-09-21,7,2
