Org,Repo,Date,Clones count,Clones unique
usdot-jpo-ode,asn1_codec,2023-06-17,1,1
usdot-jpo-ode,jpo-cvdp,2023-06-17,1,1
usdot-jpo-ode,jpo-ode,2023-06-17,5,5
usdot-jpo-ode,jpo-s3-deposit,2023-06-17,1,1
usdot-jpo-ode,jpo-sdw-depositor,2023-06-17,1,1
usdot-jpo-ode,jpo-security-svcs,2023-06-17,1,1
usdot-jpo-ode,ode-output-validator-library,2023-06-17,1,1
usdot-jpo-ode,scms-asn1,2023-06-17,1,1
usdot-jpo-ode,jpo-cvdp,2023-06-18,1,1
usdot-jpo-ode,jpo-ode,2023-06-18,2,2
usdot-jpo-ode,asn1_codec,2023-06-19,2,1
usdot-jpo-ode,jpo-conflictmonitor,2023-06-19,5,2
usdot-jpo-ode,jpo-conflictvisualizer,2023-06-19,3,2
usdot-jpo-ode,jpo-cvdp,2023-06-19,3,2
usdot-jpo-ode,jpo-geojsonconverter,2023-06-19,1,1
usdot-jpo-ode,jpo-ode,2023-06-19,1,1
usdot-jpo-ode,jpo-s3-deposit,2023-06-19,3,2
usdot-jpo-ode,jpo-sdw-depositor,2023-06-19,2,1
usdot-jpo-ode,jpo-security-svcs,2023-06-19,3,2
usdot-jpo-ode,ode-output-validator-library,2023-06-19,2,1
usdot-jpo-ode,scms-asn1,2023-06-19,2,1
usdot-jpo-ode,wzdx,2023-06-19,1,1
usdot-jpo-ode,asn1_codec,2023-06-20,4,1
usdot-jpo-ode,jpo-conflictvisualizer,2023-06-20,1,1
usdot-jpo-ode,jpo-cvdp,2023-06-20,20,6
usdot-jpo-ode,jpo-geojsonconverter,2023-06-20,6,2
usdot-jpo-ode,jpo-ode,2023-06-20,7,4
usdot-jpo-ode,jpo-s3-deposit,2023-06-20,13,3
usdot-jpo-ode,jpo-sdw-depositor,2023-06-20,25,6
usdot-jpo-ode,jpo-security-svcs,2023-06-20,10,2
usdot-jpo-ode,ode-output-validator-library,2023-06-20,4,1
usdot-jpo-ode,scms-asn1,2023-06-20,4,1
usdot-jpo-ode,asn1_codec,2023-06-21,2,1
usdot-jpo-ode,jpo-conflictmonitor,2023-06-21,5,3
usdot-jpo-ode,jpo-cvdp,2023-06-21,11,2
usdot-jpo-ode,jpo-ode,2023-06-21,3,3
