Org,Repo,Date,Views count,Views unique
usdot-fhwa-stol,actions,2023-11-01,26,2
usdot-fhwa-stol,carma-base,2023-11-01,1,1
usdot-fhwa-stol,carma-builds,2023-11-01,32,1
usdot-fhwa-stol,carma-carla-integration,2023-11-01,21,6
usdot-fhwa-stol,carma-cloud,2023-11-01,1,1
usdot-fhwa-stol,carma-cohda-dsrc-driver,2023-11-01,3,3
usdot-fhwa-stol,carma-config,2023-11-01,93,8
usdot-fhwa-stol,carma-geodetic-lib,2023-11-01,3,1
usdot-fhwa-stol,carma-j2735,2023-11-01,6,1
usdot-fhwa-stol,carma-messenger,2023-11-01,99,3
usdot-fhwa-stol,carma-msgs,2023-11-01,57,4
usdot-fhwa-stol,carma-platform,2023-11-01,216,21
usdot-fhwa-stol,carma-streets,2023-11-01,97,5
usdot-fhwa-stol,carma-utils,2023-11-01,9,3
usdot-fhwa-stol,carma-velodyne-lidar-driver,2023-11-01,6,1
usdot-fhwa-stol,cav-education,2023-11-01,1,1
usdot-fhwa-stol,cda-telematics,2023-11-01,5,1
usdot-fhwa-stol,cdasim,2023-11-01,128,15
usdot-fhwa-stol,github_metrics,2023-11-01,2,1
usdot-fhwa-stol,multiple_object_tracking,2023-11-01,4,2
usdot-fhwa-stol,ns3-federate,2023-11-01,38,2
usdot-fhwa-stol,voices-poc,2023-11-01,61,4
usdot-fhwa-stol,carma-base,2023-11-02,30,4
usdot-fhwa-stol,carma-builds,2023-11-02,67,2
usdot-fhwa-stol,carma-carla-integration,2023-11-02,214,5
usdot-fhwa-stol,carma-cloud,2023-11-02,3,1
usdot-fhwa-stol,carma-config,2023-11-02,115,8
usdot-fhwa-stol,carma-garmin-lidar-lite-v3-driver-wrapper,2023-11-02,14,1
usdot-fhwa-stol,carma-messenger,2023-11-02,4,1
usdot-fhwa-stol,carma-msgs,2023-11-02,25,2
usdot-fhwa-stol,carma-novatel-oem7-driver-wrapper,2023-11-02,6,1
usdot-fhwa-stol,carma-platform,2023-11-02,229,20
usdot-fhwa-stol,carma-streets,2023-11-02,10,4
usdot-fhwa-stol,carma-time-lib,2023-11-02,11,1
usdot-fhwa-stol,carma-utils,2023-11-02,17,3
usdot-fhwa-stol,cda-telematics,2023-11-02,13,1
usdot-fhwa-stol,cdasim,2023-11-02,99,6
usdot-fhwa-stol,multiple_object_tracking,2023-11-02,72,5
usdot-fhwa-stol,ns3-federate,2023-11-02,7,2
