Start date,End date,Org,Repo,Referrer,Count,Unique
2023-02-28,2023-03-14,usdot-fhwa-stol,actions,github.com,11,2
2023-02-28,2023-03-14,usdot-fhwa-stol,actions,highways.dot.gov,1,1
2023-02-28,2023-03-14,usdot-fhwa-stol,autoware.auto,Google,3,3
2023-02-28,2023-03-14,usdot-fhwa-stol,autoware.auto,github.com,3,1
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-1-tenth,Google,2,1
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-1-tenth,cn.bing.com,2,1
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-analytics-fotda,github.com,4,1
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-analytics-fotda,statics.teams.cdn.office.net,1,1
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-analytics-fotda,Google,1,1
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-base,github.com,15,3
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-base,Google,1,1
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-builds,github.com,3,1
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-cadillac-srx-2013-controller-driver,github.com,1,1
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-carla-integration,github.com,83,3
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-carla-integration,Google,10,4
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-carla-integration,usdot-voices.atlassian.net,8,2
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-cloud,github.com,56,6
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-cloud,Google,5,4
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-cloud,highways.dot.gov,2,2
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-cloud,statics.teams.cdn.office.net,2,1
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-cohda-dsrc-driver,github.com,8,3
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-cohda-dsrc-driver,Google,7,4
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-cohda-dsrc-driver,statics.teams.cdn.office.net,4,1
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-cohda-dsrc-driver,cn.bing.com,1,1
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-cohda-dsrc-driver,highways.dot.gov,1,1
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-config,Google,12,3
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-config,github.com,7,4
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-delphi-esr-driver,Google,6,3
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-delphi-srr2-driver,Google,1,1
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-delphi-srr2-driver,github.com,1,1
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-garmin-lidar-lite-v3-driver-wrapper,github.com,1,1
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-j2735,github.com,16,6
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-lightbar-driver,github.com,52,1
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-messenger,github.com,15,5
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-messenger,Google,4,4
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-messenger,statics.teams.cdn.office.net,4,1
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-msgs,Google,3,1
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-msgs,github.com,1,1
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-platform,github.com,224,40
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-platform,Google,88,35
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-platform,highways.dot.gov,12,7
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-platform,statics.teams.cdn.office.net,8,3
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-platform,DuckDuckGo,8,1
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-platform,word-edit.gov.online.office365.us,5,5
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-platform,Bing,3,3
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-platform,discourse.ros.org,2,1
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-platform,wx.zsxq.com,1,1
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-platform,its.dot.gov,1,1
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-simulation,github.com,135,7
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-simulation,highways.dot.gov,91,5
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-simulation,Google,63,11
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-simulation,usdot-carma.atlassian.net,8,5
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-simulation,Bing,1,1
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-simulation,t.co,1,1
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-simulation,gitee.com,1,1
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-simulation,its.dot.gov,1,1
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-simulation,yandex.ru,1,1
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-simulation,psuadsworkzone.github.io,1,1
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-ssc-interface-wrapper,github.com,7,3
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-ssc-interface-wrapper,Google,1,1
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-streets,github.com,114,4
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-streets,Google,17,9
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-streets,highways.dot.gov,9,1
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-streets,usdot-carma.atlassian.net,8,1
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-streets,statics.gov.teams.microsoft.us,3,1
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-streets,Bing,2,1
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-time-lib,github.com,28,3
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-time-lib,highways.dot.gov,1,1
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-torc-pinpoint-driver,Google,3,2
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-torc-xgv-controller-driver,Google,1,1
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-utils,Google,13,2
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-utils,discourse.ros.org,1,1
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-utils,github.com,1,1
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-velodyne-lidar-driver,github.com,10,4
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-velodyne-lidar-driver,Google,4,3
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-web-ui,Google,17,2
2023-02-28,2023-03-14,usdot-fhwa-stol,carma-web-ui,github.com,7,4
2023-02-28,2023-03-14,usdot-fhwa-stol,cav-education,Google,4,2
2023-02-28,2023-03-14,usdot-fhwa-stol,cav-education,omniair.org,2,1
2023-02-28,2023-03-14,usdot-fhwa-stol,cavams,Google,1,1
2023-02-28,2023-03-14,usdot-fhwa-stol,cavams,github.com,1,1
2023-02-28,2023-03-14,usdot-fhwa-stol,cooperative-perception-core,github.com,25,4
2023-02-28,2023-03-14,usdot-fhwa-stol,cooperative-perception-core,Google,1,1
2023-02-28,2023-03-14,usdot-fhwa-stol,devops,statics.gov.teams.microsoft.us,1,1
2023-02-28,2023-03-14,usdot-fhwa-stol,documentation,highways.dot.gov,1,1
2023-02-28,2023-03-14,usdot-fhwa-stol,dwm1001_ros2,github.com,3,1
2023-02-28,2023-03-14,usdot-fhwa-stol,snmp-client,github.com,1,1
2023-02-28,2023-03-14,usdot-fhwa-stol,tim-bc,Google,1,1
2023-02-28,2023-03-14,usdot-fhwa-stol,voices-poc,Google,11,3
2023-02-28,2023-03-14,usdot-fhwa-stol,WxDE,Google,1,1
