Org,Repo,Date,Clones count,Clones unique
usdot-jpo-ode,asn1_codec,2024-03-01,13,1
usdot-jpo-ode,jpo-cvdp,2024-03-01,13,1
usdot-jpo-ode,jpo-ode,2024-03-01,5,5
usdot-jpo-ode,jpo-s3-deposit,2024-03-01,13,1
usdot-jpo-ode,jpo-sdw-depositor,2024-03-01,13,1
usdot-jpo-ode,jpo-security-svcs,2024-03-01,13,1
usdot-jpo-ode,jpo-tim-builder,2024-03-01,1,1
usdot-jpo-ode,ode-output-validator-library,2024-03-01,14,2
usdot-jpo-ode,scms-asn1,2024-03-01,14,2
usdot-jpo-ode,wzdx,2024-03-01,1,1
usdot-jpo-ode,asn1_codec,2024-03-02,1,1
usdot-jpo-ode,jpo-cvdp,2024-03-02,1,1
usdot-jpo-ode,jpo-ode,2024-03-02,3,3
usdot-jpo-ode,usdot-jpo-ode.github.io,2024-03-02,1,1
usdot-jpo-ode,wzdx,2024-03-02,1,1
usdot-jpo-ode,jpo-ode,2024-03-03,1,1
usdot-jpo-ode,asn1_codec,2024-03-04,1,1
usdot-jpo-ode,jpo-conflictmonitor,2024-03-04,1,1
usdot-jpo-ode,jpo-conflictvisualizer,2024-03-04,1,1
usdot-jpo-ode,jpo-cvdp,2024-03-04,1,1
usdot-jpo-ode,jpo-cvmanager,2024-03-04,1,1
usdot-jpo-ode,jpo-geojsonconverter,2024-03-04,2,2
usdot-jpo-ode,jpo-ode,2024-03-04,2,2
usdot-jpo-ode,jpo-s3-deposit,2024-03-04,2,2
usdot-jpo-ode,jpo-sdw-depositor,2024-03-04,1,1
usdot-jpo-ode,jpo-security-svcs,2024-03-04,2,2
usdot-jpo-ode,jpo-tim-builder,2024-03-04,1,1
usdot-jpo-ode,wzdx,2024-03-04,1,1
usdot-jpo-ode,asn1_codec,2024-03-05,3,2
usdot-jpo-ode,jpo-cvdp,2024-03-05,3,2
usdot-jpo-ode,jpo-ode,2024-03-05,1,1
usdot-jpo-ode,jpo-s3-deposit,2024-03-05,2,1
usdot-jpo-ode,jpo-sdw-depositor,2024-03-05,2,1
usdot-jpo-ode,jpo-security-svcs,2024-03-05,2,1
usdot-jpo-ode,ode-output-validator-library,2024-03-05,2,1
usdot-jpo-ode,scms-asn1,2024-03-05,2,1
usdot-jpo-ode,asn1_codec,2024-03-06,26,4
usdot-jpo-ode,jpo-conflictvisualizer,2024-03-06,1,1
usdot-jpo-ode,jpo-cvdp,2024-03-06,26,3
usdot-jpo-ode,jpo-ode,2024-03-06,18,4
usdot-jpo-ode,jpo-s3-deposit,2024-03-06,25,3
usdot-jpo-ode,jpo-sdw-depositor,2024-03-06,25,3
usdot-jpo-ode,jpo-security-svcs,2024-03-06,26,4
usdot-jpo-ode,ode-output-validator-library,2024-03-06,25,3
usdot-jpo-ode,scms-asn1,2024-03-06,1,1
usdot-jpo-ode,wzdc-tool,2024-03-06,1,1
usdot-jpo-ode,asn1_codec,2024-03-07,3,2
usdot-jpo-ode,jpo-conflictmonitor,2024-03-07,1,1
usdot-jpo-ode,jpo-cvdp,2024-03-07,5,4
usdot-jpo-ode,jpo-ode,2024-03-07,2,2
usdot-jpo-ode,jpo-s3-deposit,2024-03-07,5,4
usdot-jpo-ode,jpo-sdw-depositor,2024-03-07,3,2
usdot-jpo-ode,jpo-security-svcs,2024-03-07,3,2
usdot-jpo-ode,ode-output-validator-library,2024-03-07,4,3
usdot-jpo-ode,scms-asn1,2024-03-07,1,1
usdot-jpo-ode,usdot-jpo-ode.github.io,2024-03-07,1,1
usdot-jpo-ode,TDx,2024-03-08,1,1
usdot-jpo-ode,asn1_codec,2024-03-08,3,3
usdot-jpo-ode,jpo-conflictvisualizer,2024-03-08,1,1
usdot-jpo-ode,jpo-cvdp,2024-03-08,1,1
usdot-jpo-ode,jpo-geojsonconverter,2024-03-08,1,1
usdot-jpo-ode,jpo-ode,2024-03-08,2,2
usdot-jpo-ode,jpo-record-parser,2024-03-08,1,1
usdot-jpo-ode,jpo-s3-deposit,2024-03-08,1,1
usdot-jpo-ode,jpo-sdw-depositor,2024-03-08,1,1
usdot-jpo-ode,jpo-security-svcs,2024-03-08,1,1
usdot-jpo-ode,jpo-tim-builder,2024-03-08,1,1
usdot-jpo-ode,ode-output-validator-library,2024-03-08,1,1
usdot-jpo-ode,wzdx,2024-03-08,1,1
usdot-jpo-ode,asn1_codec,2024-03-09,1,1
usdot-jpo-ode,jpo-ode,2024-03-09,3,3
usdot-jpo-ode,jpo-ode,2024-03-10,5,3
usdot-jpo-ode,scms-asn1,2024-03-10,3,3
usdot-jpo-ode,asn1_codec,2024-03-11,10,1
usdot-jpo-ode,jpo-conflictmonitor,2024-03-11,6,1
usdot-jpo-ode,jpo-conflictvisualizer,2024-03-11,4,2
usdot-jpo-ode,jpo-cvdp,2024-03-11,10,1
usdot-jpo-ode,jpo-geojsonconverter,2024-03-11,7,2
usdot-jpo-ode,jpo-ode,2024-03-11,11,4
usdot-jpo-ode,jpo-s3-deposit,2024-03-11,10,1
usdot-jpo-ode,jpo-sdw-depositor,2024-03-11,11,2
