Org,Repo,Date,Views count,Views unique
usdot-fhwa-OPS,V2X-Hub,2023-05-01,124,11
usdot-fhwa-OPS,V2X-Hub,2023-05-02,56,15
usdot-fhwa-OPS,V2X-Hub,2023-05-03,76,19
usdot-fhwa-OPS,V2X-Hub,2023-05-04,208,20
usdot-fhwa-OPS,V2X-Hub,2023-05-05,185,16
usdot-fhwa-OPS,V2X-Hub,2023-05-06,25,3
usdot-fhwa-OPS,V2X-Hub,2023-05-07,49,6
usdot-fhwa-OPS,V2X-Hub,2023-05-08,312,18
usdot-fhwa-OPS,V2X-Hub,2023-05-09,76,17
usdot-fhwa-OPS,V2X-Hub,2023-05-10,44,12
usdot-fhwa-OPS,V2X-Hub,2023-05-11,39,12
usdot-fhwa-OPS,V2X-Hub,2023-05-12,184,15
usdot-fhwa-OPS,V2X-Hub,2023-05-13,63,5
usdot-fhwa-OPS,V2X-Hub,2023-05-14,17,5
