Start date,End date,Org,Repo,Referrer,Count,Unique
2023-05-31,2023-06-14,usdot-fhwa-stol,actions,Bing,1,1
2023-05-31,2023-06-14,usdot-fhwa-stol,ads-traffic-regs,ops.fhwa.dot.gov,5,2
2023-05-31,2023-06-14,usdot-fhwa-stol,autoware.auto,Google,25,2
2023-05-31,2023-06-14,usdot-fhwa-stol,autoware.auto,github.com,2,2
2023-05-31,2023-06-14,usdot-fhwa-stol,carma-1-tenth,highways.dot.gov,5,1
2023-05-31,2023-06-14,usdot-fhwa-stol,carma-1-tenth,github.com,3,3
2023-05-31,2023-06-14,usdot-fhwa-stol,carma-1-tenth,Google,2,2
2023-05-31,2023-06-14,usdot-fhwa-stol,carma-1-tenth,usdot-carma.atlassian.net,1,1
2023-05-31,2023-06-14,usdot-fhwa-stol,carma-analytics-fotda,github.com,11,1
2023-05-31,2023-06-14,usdot-fhwa-stol,carma-analytics-fotda,statics.gov.teams.microsoft.us,1,1
2023-05-31,2023-06-14,usdot-fhwa-stol,carma-base,community.sonarsource.com,40,3
2023-05-31,2023-06-14,usdot-fhwa-stol,carma-base,github.com,37,2
2023-05-31,2023-06-14,usdot-fhwa-stol,carma-base,Google,5,2
2023-05-31,2023-06-14,usdot-fhwa-stol,carma-carla-integration,github.com,86,4
2023-05-31,2023-06-14,usdot-fhwa-stol,carma-carla-integration,Google,26,3
2023-05-31,2023-06-14,usdot-fhwa-stol,carma-carla-integration,mail.google.com,1,1
2023-05-31,2023-06-14,usdot-fhwa-stol,carma-carla-integration,usdot-carma.atlassian.net,1,1
2023-05-31,2023-06-14,usdot-fhwa-stol,carma-cloud,github.com,22,7
2023-05-31,2023-06-14,usdot-fhwa-stol,carma-cloud,Google,13,7
2023-05-31,2023-06-14,usdot-fhwa-stol,carma-cloud,highways.dot.gov,3,3
2023-05-31,2023-06-14,usdot-fhwa-stol,carma-cloud,Baidu,1,1
2023-05-31,2023-06-14,usdot-fhwa-stol,carma-cohda-dsrc-driver,answers.ros.org,52,2
2023-05-31,2023-06-14,usdot-fhwa-stol,carma-cohda-dsrc-driver,community.sonarsource.com,45,2
2023-05-31,2023-06-14,usdot-fhwa-stol,carma-cohda-dsrc-driver,usdot-fhwa-stol.github.io,12,1
2023-05-31,2023-06-14,usdot-fhwa-stol,carma-config,github.com,186,9
