Repo Name,Stars,Watches,Forks,Issues,Issues (Internal),Issues (External),Open Issues,Stale Issues (No activity for >14 days),% Stale Issues,Old Issues (Open for >120 days),% Old Issues,% Issues Closed by Pull Request,Average Issue Open Time (Days),Pull Requests,Pull Requests (Internal),Pull Requests (External),Open Pull Requests,Average Pull Request Time to Merge (Days),Contributors (All Time),Contributors (All Time - Internal),Contributors (All Time - External),Issues Opened,Issues Opened (Internal),Issues Opened (External),Issues Opened (First Time Contributor),Issues Closed,Pull Requests Opened,Pull Requests Opened (Internal),Pull Requests Opened (External),Pull Requests Opened (First Time Contributor),Pull Requests Merged,Pull Requests Closed,Contributors (This Period),Contributors (This Period - Internal),Contributors (This Period - External),Contributors (This Period - First Time Contributor)
TDx,3,15,1,9,9,0,9,8,89%,9,100%,N/A,N/A,7,7,0,0,113,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asn1_codec,12,11,15,6,3,3,0,0,N/A,0,N/A,0%,86,36,28,8,0,13,10,6,4,0,0,0,0,0,2,1,1,0,1,0,2,1,1,0
jpo-cvdp,14,14,10,3,1,2,1,1,100%,1,100%,50%,939,34,24,10,0,13,10,5,5,0,0,0,0,0,2,1,1,0,1,0,2,1,1,0
jpo-ode,75,27,39,108,53,55,1,1,100%,1,100%,2%,95,425,182,120,1,2,39,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jpo-ode-scms-asn,0,7,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jpo-record-parser,0,6,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jpo-s3-deposit,4,10,4,10,9,1,2,1,50%,2,100%,25%,287,46,33,13,1,35,12,7,5,0,0,0,0,0,2,1,1,0,3,0,2,1,1,0
jpo-sdw-depositor,3,7,5,3,2,1,0,0,N/A,0,N/A,0%,452,33,16,17,0,31,9,4,5,0,0,0,0,0,2,1,1,0,3,0,2,1,1,0
jpo-security,4,10,3,1,0,1,1,1,100%,1,100%,N/A,N/A,10,8,2,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jpo-security-svcs,3,10,2,3,1,2,0,0,N/A,0,N/A,0%,31,25,18,7,0,13,8,4,4,0,0,0,0,0,2,1,1,0,2,0,2,1,1,0
jpo-tim-builder,4,10,4,2,0,2,1,1,100%,1,100%,0%,0,1,0,1,0,26,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ode-output-validator-library,2,9,7,4,1,3,3,3,100%,0,0%,0%,1353,40,36,4,0,1,7,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
scms-asn1,3,7,2,0,0,0,0,0,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
usdot-jpo-ode.github.io,2,6,1,0,0,0,0,0,N/A,0,N/A,N/A,N/A,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wzdc-tool,1,7,0,1,1,0,0,0,N/A,0,N/A,0%,0,0,0,0,0,N/A,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wzdx,86,51,59,138,91,47,9,9,100%,9,100%,7%,234,180,160,20,0,47,43,11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL,216,207,152,288,171,117,27,25,93%,24,89%,5%,183,842,517,202,3,22,88,25,65,0,0,0,0,0,10,5,5,0,11,0,3,1,2,0
