Org,Repo,Date,Views count,Views unique
usdot-fhwa-stol,carma-platform,2023-01-01,1,1
usdot-fhwa-stol,carma-simulation,2023-01-01,4,1
usdot-fhwa-stol,carma-utils,2023-01-01,2,1
usdot-fhwa-stol,cav-education,2023-01-01,1,1
usdot-fhwa-stol,WxDE,2023-01-02,5,1
usdot-fhwa-stol,carma-cloud,2023-01-02,2,1
usdot-fhwa-stol,carma-platform,2023-01-02,4,2
usdot-fhwa-stol,carma-web-ui,2023-01-02,1,1
usdot-fhwa-stol,cav-education,2023-01-02,8,2
usdot-fhwa-stol,cooperative-perception-core,2023-01-02,20,1
usdot-fhwa-stol,autoware.auto,2023-01-03,2,2
usdot-fhwa-stol,carma-analytics-fotda,2023-01-03,5,1
usdot-fhwa-stol,carma-base,2023-01-03,4,1
usdot-fhwa-stol,carma-carla-integration,2023-01-03,55,10
usdot-fhwa-stol,carma-cohda-dsrc-driver,2023-01-03,13,1
usdot-fhwa-stol,carma-config,2023-01-03,148,14
usdot-fhwa-stol,carma-messenger,2023-01-03,1,1
usdot-fhwa-stol,carma-msgs,2023-01-03,23,3
usdot-fhwa-stol,carma-platform,2023-01-03,117,24
usdot-fhwa-stol,carma-simulation,2023-01-03,33,8
usdot-fhwa-stol,carma-ssc-interface-wrapper,2023-01-03,15,1
usdot-fhwa-stol,carma-streets,2023-01-03,27,4
usdot-fhwa-stol,carma-torc-pinpoint-driver,2023-01-03,1,1
usdot-fhwa-stol,carma-velodyne-lidar-driver,2023-01-03,1,1
usdot-fhwa-stol,cav-education,2023-01-03,1,1
usdot-fhwa-stol,cooperative-perception-core,2023-01-03,21,2
usdot-fhwa-stol,documentation,2023-01-03,1,1
usdot-fhwa-stol,dwm1001_ros2,2023-01-03,1,1
usdot-fhwa-stol,github_metrics,2023-01-03,3,1
usdot-fhwa-stol,carma-analytics-fotda,2023-01-04,15,3
usdot-fhwa-stol,carma-base,2023-01-04,1,1
usdot-fhwa-stol,carma-carla-integration,2023-01-04,5,2
usdot-fhwa-stol,carma-cloud,2023-01-04,3,2
usdot-fhwa-stol,carma-config,2023-01-04,48,7
