Start date,End date,Org,Repo,Referrer,Count,Unique
2022-10-17,2022-10-31,usdot-fhwa-stol,autoware.auto,Google,30,5
2022-10-17,2022-10-31,usdot-fhwa-stol,autoware.auto,github.com,16,5
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-1-tenth,Google,1,1
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-1-tenth,github.com,1,1
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-analytics-fotda,github.com,11,3
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-base,github.com,71,5
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-base,Google,9,3
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-carla-integration,github.com,7,3
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-carla-integration,Google,4,4
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-cloud,Google,150,1
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-cloud,github.com,33,6
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-cloud,usdot-carma.atlassian.net,3,2
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-cloud,highways.dot.gov,3,2
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-cloud,usdot-fhwa-stol.github.io,1,1
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-cohda-dsrc-driver,Google,14,2
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-cohda-dsrc-driver,github.com,10,2
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-cohda-dsrc-driver,web.telegram.org,1,1
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-config,github.com,55,13
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-config,Google,21,5
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-delphi-esr-driver,Google,11,3
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-delphi-srr2-driver,Google,1,1
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-lightbar-driver,github.com,12,1
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-lightbar-driver,Google,3,1
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-messenger,github.com,19,5
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-messenger,Google,1,1
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-msgs,github.com,37,8
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-msgs,Google,23,1
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-msgs,statics.teams.cdn.office.net,1,1
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-novatel-oem7-driver-wrapper,github.com,2,1
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-platform,Google,154,44
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-platform,github.com,101,35
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-platform,highways.dot.gov,25,10
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-platform,usdot-fhwa-stol.github.io,7,6
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-platform,Bing,6,1
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-platform,usdot-oss4its.atlassian.net,4,1
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-platform,usdot-carma.atlassian.net,3,3
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-platform,futuredrive.flow.team,2,1
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-platform,yandex.ru,2,1
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-platform,DuckDuckGo,1,1
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-simulation,github.com,60,8
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-simulation,Google,32,9
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-simulation,highways.dot.gov,6,3
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-simulation,usdot-carma.atlassian.net,6,2
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-simulation,opencda-documentation.readthedocs.io,3,2
2022-10-17,2022-10-31,usdot-fhwa-stol,carma-simulation,linkedin.com,2,2
