Org,Repo,Date,Clones count,Clones unique
usdot-jpo-ode,TDx,2022-12-19,1,1
usdot-jpo-ode,asn1_codec,2022-12-19,14,1
usdot-jpo-ode,jpo-cvdp,2022-12-19,14,1
usdot-jpo-ode,jpo-geojsonconverter,2022-12-19,15,2
usdot-jpo-ode,jpo-ode,2022-12-19,14,1
usdot-jpo-ode,jpo-s3-deposit,2022-12-19,14,1
usdot-jpo-ode,jpo-sdw-depositor,2022-12-19,14,1
usdot-jpo-ode,jpo-security-svcs,2022-12-19,14,1
usdot-jpo-ode,ode-output-validator-library,2022-12-19,14,1
usdot-jpo-ode,scms-asn1,2022-12-19,14,1
usdot-jpo-ode,TDx,2022-12-20,1,1
usdot-jpo-ode,asn1_codec,2022-12-20,2,1
usdot-jpo-ode,jpo-conflictmonitor,2022-12-20,1,1
usdot-jpo-ode,jpo-cvdp,2022-12-20,3,2
usdot-jpo-ode,jpo-geojsonconverter,2022-12-20,6,4
usdot-jpo-ode,jpo-ode,2022-12-20,2,1
usdot-jpo-ode,jpo-record-parser,2022-12-20,1,1
usdot-jpo-ode,jpo-s3-deposit,2022-12-20,2,1
usdot-jpo-ode,jpo-sdw-depositor,2022-12-20,2,1
usdot-jpo-ode,jpo-security-svcs,2022-12-20,2,1
usdot-jpo-ode,ode-output-validator-library,2022-12-20,2,1
usdot-jpo-ode,scms-asn1,2022-12-20,2,1
usdot-jpo-ode,asn1_codec,2022-12-21,14,2
usdot-jpo-ode,jpo-cvdp,2022-12-21,14,2
usdot-jpo-ode,jpo-geojsonconverter,2022-12-21,17,4
usdot-jpo-ode,jpo-ode,2022-12-21,15,2
usdot-jpo-ode,jpo-s3-deposit,2022-12-21,14,2
usdot-jpo-ode,jpo-sdw-depositor,2022-12-21,14,2
usdot-jpo-ode,jpo-security,2022-12-21,1,1
usdot-jpo-ode,jpo-security-svcs,2022-12-21,14,2
usdot-jpo-ode,ode-output-validator-library,2022-12-21,14,2
usdot-jpo-ode,scms-asn1,2022-12-21,14,2
usdot-jpo-ode,asn1_codec,2022-12-22,2,2
usdot-jpo-ode,jpo-cvdp,2022-12-22,1,1
usdot-jpo-ode,jpo-ode,2022-12-22,5,4
usdot-jpo-ode,jpo-s3-deposit,2022-12-22,1,1
usdot-jpo-ode,jpo-sdw-depositor,2022-12-22,1,1
usdot-jpo-ode,jpo-security-svcs,2022-12-22,1,1
usdot-jpo-ode,ode-output-validator-library,2022-12-22,1,1
usdot-jpo-ode,scms-asn1,2022-12-22,2,2
usdot-jpo-ode,asn1_codec,2022-12-23,1,1
usdot-jpo-ode,jpo-conflictmonitor,2022-12-23,4,2
usdot-jpo-ode,jpo-cvdp,2022-12-23,1,1
usdot-jpo-ode,jpo-geojsonconverter,2022-12-23,1,1
usdot-jpo-ode,jpo-record-parser,2022-12-23,1,1
usdot-jpo-ode,ode-output-validator-library,2022-12-23,1,1
usdot-jpo-ode,jpo-cvdp,2022-12-24,1,1
usdot-jpo-ode,jpo-ode-scms-asn,2022-12-24,1,1
usdot-jpo-ode,jpo-sdw-depositor,2022-12-24,1,1
usdot-jpo-ode,jpo-security,2022-12-24,1,1
usdot-jpo-ode,usdot-jpo-ode.github.io,2022-12-24,1,1
usdot-jpo-ode,wzdx,2022-12-24,1,1
usdot-jpo-ode,jpo-s3-deposit,2022-12-25,1,1
usdot-jpo-ode,jpo-security,2022-12-25,1,1
usdot-jpo-ode,jpo-security-svcs,2022-12-25,1,1
usdot-jpo-ode,jpo-ode,2022-12-26,3,2
usdot-jpo-ode,jpo-s3-deposit,2022-12-26,1,1
usdot-jpo-ode,jpo-sdw-depositor,2022-12-26,1,1
usdot-jpo-ode,wzdx,2022-12-27,1,1
usdot-jpo-ode,asn1_codec,2022-12-28,1,1
usdot-jpo-ode,jpo-cvdp,2022-12-28,1,1
usdot-jpo-ode,jpo-ode,2022-12-28,3,2
usdot-jpo-ode,jpo-s3-deposit,2022-12-28,1,1
usdot-jpo-ode,jpo-sdw-depositor,2022-12-28,1,1
usdot-jpo-ode,jpo-security-svcs,2022-12-28,1,1
usdot-jpo-ode,ode-output-validator-library,2022-12-28,1,1
usdot-jpo-ode,asn1_codec,2022-12-29,4,2
usdot-jpo-ode,jpo-cvdp,2022-12-29,5,3
usdot-jpo-ode,jpo-ode,2022-12-29,4,1
usdot-jpo-ode,wzdx,2022-12-29,8,3
usdot-jpo-ode,jpo-ode,2022-12-30,1,1
usdot-jpo-ode,jpo-record-parser,2022-12-30,1,1
usdot-jpo-ode,asn1_codec,2022-12-31,1,1
usdot-jpo-ode,jpo-ode,2022-12-31,1,1
usdot-jpo-ode,jpo-tim-builder,2022-12-31,1,1
usdot-jpo-ode,wzdx,2022-12-31,1,1
