Org,Repo,Date,Views count,Views unique
usdot-jpo-ode,TDx,2022-10-03,6,4
usdot-jpo-ode,asn1_codec,2022-10-03,1,1
usdot-jpo-ode,jpo-cvdp,2022-10-03,2,2
usdot-jpo-ode,jpo-geojsonconverter,2022-10-03,2,1
usdot-jpo-ode,jpo-ode,2022-10-03,31,4
usdot-jpo-ode,wzdx,2022-10-03,29,9
usdot-jpo-ode,TDx,2022-10-04,8,7
usdot-jpo-ode,asn1_codec,2022-10-04,1,1
usdot-jpo-ode,jpo-cvdp,2022-10-04,15,5
usdot-jpo-ode,jpo-geojsonconverter,2022-10-04,2,2
usdot-jpo-ode,jpo-ode,2022-10-04,21,9
usdot-jpo-ode,scms-asn1,2022-10-04,1,1
usdot-jpo-ode,wzdx,2022-10-04,263,38
usdot-jpo-ode,TDx,2022-10-05,3,2
usdot-jpo-ode,jpo-cvdp,2022-10-05,7,1
usdot-jpo-ode,jpo-geojsonconverter,2022-10-05,33,3
usdot-jpo-ode,jpo-ode,2022-10-05,26,6
usdot-jpo-ode,scms-asn1,2022-10-05,1,1
usdot-jpo-ode,wzdx,2022-10-05,264,29
usdot-jpo-ode,asn1_codec,2022-10-06,1,1
usdot-jpo-ode,jpo-cvdp,2022-10-06,2,2
usdot-jpo-ode,jpo-geojsonconverter,2022-10-06,3,1
usdot-jpo-ode,jpo-ode,2022-10-06,13,8
usdot-jpo-ode,jpo-security,2022-10-06,35,2
usdot-jpo-ode,jpo-security-svcs,2022-10-06,2,1
usdot-jpo-ode,wzdx,2022-10-06,176,33
usdot-jpo-ode,jpo-cvdp,2022-10-07,8,3
usdot-jpo-ode,jpo-geojsonconverter,2022-10-07,3,1
usdot-jpo-ode,jpo-ode,2022-10-07,7,5
usdot-jpo-ode,wzdx,2022-10-07,307,32
usdot-jpo-ode,asn1_codec,2022-10-08,2,1
usdot-jpo-ode,jpo-ode,2022-10-08,1,1
usdot-jpo-ode,jpo-security,2022-10-08,2,1
usdot-jpo-ode,wzdx,2022-10-08,11,7
usdot-jpo-ode,jpo-security,2022-10-09,2,1
usdot-jpo-ode,wzdx,2022-10-09,2,1
usdot-jpo-ode,TDx,2022-10-10,1,1
usdot-jpo-ode,asn1_codec,2022-10-10,1,1
usdot-jpo-ode,jpo-geojsonconverter,2022-10-10,60,2
usdot-jpo-ode,jpo-ode,2022-10-10,24,4
usdot-jpo-ode,jpo-security,2022-10-10,4,1
usdot-jpo-ode,wzdx,2022-10-10,31,17
usdot-jpo-ode,TDx,2022-10-11,6,3
usdot-jpo-ode,asn1_codec,2022-10-11,1,1
usdot-jpo-ode,jpo-geojsonconverter,2022-10-11,56,2
usdot-jpo-ode,jpo-ode,2022-10-11,28,10
usdot-jpo-ode,jpo-s3-deposit,2022-10-11,1,1
usdot-jpo-ode,jpo-sdw-depositor,2022-10-11,1,1
usdot-jpo-ode,jpo-security,2022-10-11,2,2
usdot-jpo-ode,wzdx,2022-10-11,122,29
usdot-jpo-ode,TDx,2022-10-12,1,1
usdot-jpo-ode,asn1_codec,2022-10-12,1,1
usdot-jpo-ode,jpo-geojsonconverter,2022-10-12,1,1
usdot-jpo-ode,jpo-ode,2022-10-12,10,6
usdot-jpo-ode,jpo-security,2022-10-12,3,1
usdot-jpo-ode,wzdx,2022-10-12,167,36
usdot-jpo-ode,TDx,2022-10-13,1,1
usdot-jpo-ode,jpo-cvdp,2022-10-13,2,1
usdot-jpo-ode,jpo-geojsonconverter,2022-10-13,1,1
usdot-jpo-ode,jpo-ode,2022-10-13,6,4
usdot-jpo-ode,jpo-security,2022-10-13,4,2
usdot-jpo-ode,wzdx,2022-10-13,166,42
usdot-jpo-ode,TDx,2022-10-14,36,3
usdot-jpo-ode,asn1_codec,2022-10-14,1,1
usdot-jpo-ode,jpo-geojsonconverter,2022-10-14,3,1
usdot-jpo-ode,jpo-ode,2022-10-14,21,6
usdot-jpo-ode,jpo-security,2022-10-14,2,1
usdot-jpo-ode,wzdx,2022-10-14,58,19
usdot-jpo-ode,jpo-security,2022-10-15,3,1
usdot-jpo-ode,wzdx,2022-10-15,18,6
usdot-jpo-ode,TDx,2022-10-16,1,1
usdot-jpo-ode,jpo-ode,2022-10-16,1,1
usdot-jpo-ode,jpo-security,2022-10-16,2,1
usdot-jpo-ode,wzdx,2022-10-16,20,8
usdot-jpo-ode,TDx,2022-10-17,2,2
usdot-jpo-ode,asn1_codec,2022-10-17,10,2
usdot-jpo-ode,jpo-cvdp,2022-10-17,1,1
usdot-jpo-ode,jpo-geojsonconverter,2022-10-17,1,1
usdot-jpo-ode,jpo-ode,2022-10-17,15,4
usdot-jpo-ode,jpo-security,2022-10-17,1,1
usdot-jpo-ode,wzdx,2022-10-17,78,28
