Org,Repo,Date,Clones count,Clones unique
usdot-fhwa-OPS,V2X-Hub,2023-02-01,14,5
usdot-fhwa-OPS,V2X-Hub,2023-02-02,19,7
usdot-fhwa-OPS,V2X-Hub,2023-02-03,2,2
usdot-fhwa-OPS,V2X-Hub,2023-02-04,2,2
usdot-fhwa-OPS,V2X-Hub,2023-02-06,6,4
usdot-fhwa-OPS,V2X-Hub,2023-02-08,17,5
usdot-fhwa-OPS,V2X-Hub,2023-02-09,145,9
usdot-fhwa-OPS,V2X-Hub,2023-02-10,55,12
usdot-fhwa-OPS,V2X-Hub,2023-02-11,1,1
usdot-fhwa-OPS,V2X-Hub,2023-02-12,2,1
usdot-fhwa-OPS,V2X-Hub,2023-02-13,11,7
usdot-fhwa-OPS,V2X-Hub,2023-02-14,18,8
