Org,Repo,Date,Clones count,Clones unique
usdot-fhwa-stol,autoware.auto,2022-11-01,12,4
usdot-fhwa-stol,carma-base,2022-11-01,4,4
usdot-fhwa-stol,carma-carla-integration,2022-11-01,2,1
usdot-fhwa-stol,carma-cohda-dsrc-driver,2022-11-01,5,5
usdot-fhwa-stol,carma-config,2022-11-01,18,7
usdot-fhwa-stol,carma-delphi-esr-driver,2022-11-01,4,4
usdot-fhwa-stol,carma-delphi-srr2-driver,2022-11-01,4,4
usdot-fhwa-stol,carma-garmin-lidar-lite-v3-driver-wrapper,2022-11-01,5,5
usdot-fhwa-stol,carma-lightbar-driver,2022-11-01,6,5
usdot-fhwa-stol,carma-messenger,2022-11-01,25,7
usdot-fhwa-stol,carma-msgs,2022-11-01,45,11
usdot-fhwa-stol,carma-novatel-oem7-driver-wrapper,2022-11-01,1,1
usdot-fhwa-stol,carma-platform,2022-11-01,23,8
usdot-fhwa-stol,carma-ssc-interface-wrapper,2022-11-01,8,5
usdot-fhwa-stol,carma-streets,2022-11-01,35,9
usdot-fhwa-stol,carma-torc-pinpoint-driver,2022-11-01,1,1
usdot-fhwa-stol,carma-utils,2022-11-01,39,10
usdot-fhwa-stol,carma-vehicle-model-framework,2022-11-01,4,4
usdot-fhwa-stol,carma-velodyne-lidar-driver,2022-11-01,4,4
usdot-fhwa-stol,carma-web-ui,2022-11-01,4,4
usdot-fhwa-stol,devops,2022-11-01,4,2
usdot-fhwa-stol,documentation,2022-11-01,8,3
usdot-fhwa-stol,github_metrics,2022-11-01,4,3
usdot-fhwa-stol,voices-poc,2022-11-01,6,4
usdot-fhwa-stol,autoware.auto,2022-11-02,6,1
usdot-fhwa-stol,carma-base,2022-11-02,3,3
usdot-fhwa-stol,carma-cloud,2022-11-02,1,1
usdot-fhwa-stol,carma-cohda-dsrc-driver,2022-11-02,3,3
usdot-fhwa-stol,carma-config,2022-11-02,3,3
usdot-fhwa-stol,carma-delphi-esr-driver,2022-11-02,3,3
usdot-fhwa-stol,carma-delphi-srr2-driver,2022-11-02,3,3
usdot-fhwa-stol,carma-garmin-lidar-lite-v3-driver-wrapper,2022-11-02,3,3
usdot-fhwa-stol,carma-lightbar-driver,2022-11-02,3,3
usdot-fhwa-stol,carma-messenger,2022-11-02,32,10
usdot-fhwa-stol,carma-msgs,2022-11-02,35,9
usdot-fhwa-stol,carma-platform,2022-11-02,38,16
usdot-fhwa-stol,carma-ssc-interface-wrapper,2022-11-02,10,5
usdot-fhwa-stol,carma-streets,2022-11-02,1,1
usdot-fhwa-stol,carma-utils,2022-11-02,28,7
usdot-fhwa-stol,carma-vehicle-model-framework,2022-11-02,5,4
usdot-fhwa-stol,carma-velodyne-lidar-driver,2022-11-02,4,4
usdot-fhwa-stol,carma-web-ui,2022-11-02,3,3
usdot-fhwa-stol,devops,2022-11-02,4,2
usdot-fhwa-stol,documentation,2022-11-02,8,3
usdot-fhwa-stol,voices-poc,2022-11-02,1,1
usdot-fhwa-stol,WxDE,2022-11-03,1,1
usdot-fhwa-stol,autoware.auto,2022-11-03,9,6
usdot-fhwa-stol,c1t-tools,2022-11-03,4,2
usdot-fhwa-stol,carma-base,2022-11-03,8,6
usdot-fhwa-stol,carma-lightbar-driver,2022-11-03,11,4
usdot-fhwa-stol,carma-messenger,2022-11-03,4,2
usdot-fhwa-stol,carma-msgs,2022-11-03,34,8
usdot-fhwa-stol,carma-novatel-oem7-driver-wrapper,2022-11-03,1,1
usdot-fhwa-stol,carma-platform,2022-11-03,4,4
usdot-fhwa-stol,carma-ssc-interface-wrapper,2022-11-03,14,5
usdot-fhwa-stol,carma-streets,2022-11-03,3,1
usdot-fhwa-stol,carma-utils,2022-11-03,19,6
usdot-fhwa-stol,carma-vehicle-model-framework,2022-11-03,1,1
usdot-fhwa-stol,carma-velodyne-lidar-driver,2022-11-03,2,2
usdot-fhwa-stol,carma-web-ui,2022-11-03,1,1
usdot-fhwa-stol,cooperative-perception-core,2022-11-03,2,2
usdot-fhwa-stol,devops,2022-11-03,3,1
usdot-fhwa-stol,dwm1001_ros2,2022-11-03,1,1
usdot-fhwa-stol,voices-cda-use-case-scenario-database,2022-11-03,1,1
usdot-fhwa-stol,autoware.auto,2022-11-04,26,13
usdot-fhwa-stol,c1t-tools,2022-11-04,1,1
usdot-fhwa-stol,carma-analytics-fotda,2022-11-04,2,1
usdot-fhwa-stol,carma-base,2022-11-04,16,4
usdot-fhwa-stol,carma-carla-integration,2022-11-04,2,1
usdot-fhwa-stol,carma-delphi-esr-driver,2022-11-04,1,1
usdot-fhwa-stol,carma-lightbar-driver,2022-11-04,3,2
usdot-fhwa-stol,carma-messenger,2022-11-04,2,1
usdot-fhwa-stol,carma-msgs,2022-11-04,62,12
usdot-fhwa-stol,carma-ssc-interface-wrapper,2022-11-04,3,3
