Org,Repo,Date,Views count,Views unique
usdot-fhwa-OPS,V2X-Hub,2023-01-01,1,1
usdot-fhwa-OPS,V2X-Hub,2023-01-02,6,5
usdot-fhwa-OPS,V2X-Hub,2023-01-03,60,10
usdot-fhwa-OPS,V2X-Hub,2023-01-04,172,16
usdot-fhwa-OPS,V2X-Hub,2023-01-05,134,18
usdot-fhwa-OPS,V2X-Hub,2023-01-06,271,34
usdot-fhwa-OPS,V2X-Hub,2023-01-07,5,3
usdot-fhwa-OPS,V2X-Hub,2023-01-09,76,18
usdot-fhwa-OPS,V2X-Hub,2023-01-10,107,11
usdot-fhwa-OPS,V2X-Hub,2023-01-11,84,20
usdot-fhwa-OPS,V2X-Hub,2023-01-12,90,20
usdot-fhwa-OPS,V2X-Hub,2023-01-13,134,20
usdot-fhwa-OPS,V2X-Hub,2023-01-14,6,1
