Start date,End date,Org,Repo,Referrer,Count,Unique
2023-02-14,2023-02-28,usdot-fhwa-stol,actions,github.com,33,3
2023-02-14,2023-02-28,usdot-fhwa-stol,actions,highways.dot.gov,1,1
2023-02-14,2023-02-28,usdot-fhwa-stol,ads-traffic-regs,qwant.com,26,1
2023-02-14,2023-02-28,usdot-fhwa-stol,autoware.auto,cn.bing.com,16,1
2023-02-14,2023-02-28,usdot-fhwa-stol,autoware.auto,github.com,11,4
2023-02-14,2023-02-28,usdot-fhwa-stol,autoware.auto,Google,4,3
2023-02-14,2023-02-28,usdot-fhwa-stol,c1t2x-emulator,github.com,1,1
2023-02-14,2023-02-28,usdot-fhwa-stol,c1t_vesc_driver,Google,58,2
2023-02-14,2023-02-28,usdot-fhwa-stol,c1t_vesc_driver,github.com,7,1
2023-02-14,2023-02-28,usdot-fhwa-stol,carma-1-tenth,Google,2,2
2023-02-14,2023-02-28,usdot-fhwa-stol,carma-1-tenth,github.com,1,1
2023-02-14,2023-02-28,usdot-fhwa-stol,carma-1-tenth,highways.dot.gov,1,1
2023-02-14,2023-02-28,usdot-fhwa-stol,carma-analytics-fotda,github.com,9,5
2023-02-14,2023-02-28,usdot-fhwa-stol,carma-analytics-fotda,statics.gov.teams.microsoft.us,1,1
2023-02-14,2023-02-28,usdot-fhwa-stol,carma-base,Google,2,1
2023-02-14,2023-02-28,usdot-fhwa-stol,carma-base,community.sonarsource.com,2,1
2023-02-14,2023-02-28,usdot-fhwa-stol,carma-base,its.dot.gov,1,1
2023-02-14,2023-02-28,usdot-fhwa-stol,carma-builds,github.com,11,1
2023-02-14,2023-02-28,usdot-fhwa-stol,carma-cadillac-srx-2013-controller-driver,github.com,1,1
2023-02-14,2023-02-28,usdot-fhwa-stol,carma-carla-integration,github.com,162,6
2023-02-14,2023-02-28,usdot-fhwa-stol,carma-carla-integration,Google,4,4
2023-02-14,2023-02-28,usdot-fhwa-stol,carma-carla-integration,search.brave.com,4,1
2023-02-14,2023-02-28,usdot-fhwa-stol,carma-cloud,Google,60,9
