Org,Repo,Date,Views count,Views unique
usdot-fhwa-OPS,V2X-Hub,2024-10-01,112,20
usdot-fhwa-OPS,v2xhub-angular-ui-prototype,2024-10-01,50,3
usdot-fhwa-OPS,V2X-Hub,2024-10-02,19,11
usdot-fhwa-OPS,v2xhub-angular-ui-prototype,2024-10-02,7,4
usdot-fhwa-OPS,V2X-Hub,2024-10-03,35,11
usdot-fhwa-OPS,v2xhub-angular-ui-prototype,2024-10-03,4,1
usdot-fhwa-OPS,V2X-Hub,2024-10-04,30,9
usdot-fhwa-OPS,V2X-Hub,2024-10-05,14,5
usdot-fhwa-OPS,V2X-Hub,2024-10-06,2,2
usdot-fhwa-OPS,ITS-Secure-Prototype-Backend,2024-10-07,1,1
usdot-fhwa-OPS,V2X-Hub,2024-10-07,41,8
usdot-fhwa-OPS,V2X-Hub,2024-10-08,26,11
usdot-fhwa-OPS,V2X-Hub,2024-10-09,45,7
usdot-fhwa-OPS,ITS-Secure-Prototype-App,2024-10-10,1,1
usdot-fhwa-OPS,V2X-Hub,2024-10-10,34,18
usdot-fhwa-OPS,V2X-Hub,2024-10-11,55,10
usdot-fhwa-OPS,V2X-Hub,2024-10-12,77,2
usdot-fhwa-OPS,V2X-Hub,2024-10-13,3,2
usdot-fhwa-OPS,V2X-Hub,2024-10-14,50,10
