Start date,End date,Org,Repo,Referrer,Count,Unique
2024-02-15,2024-02-29,usdot-jpo-ode,asn1_codec,github.com,132,7
2024-02-15,2024-02-29,usdot-jpo-ode,asn1_codec,Google,12,1
2024-02-15,2024-02-29,usdot-jpo-ode,asn1_codec,statics.teams.cdn.office.net,11,4
2024-02-15,2024-02-29,usdot-jpo-ode,asn1_codec,cn.bing.com,4,2
2024-02-15,2024-02-29,usdot-jpo-ode,asn1_codec,statics.gov.teams.microsoft.us,2,1
2024-02-15,2024-02-29,usdot-jpo-ode,asn1_codec,DuckDuckGo,1,1
2024-02-15,2024-02-29,usdot-jpo-ode,jpo-conflictmonitor,github.com,178,10
2024-02-15,2024-02-29,usdot-jpo-ode,jpo-conflictmonitor,DuckDuckGo,8,1
2024-02-15,2024-02-29,usdot-jpo-ode,jpo-conflictmonitor,mail.google.com,7,1
2024-02-15,2024-02-29,usdot-jpo-ode,jpo-conflictmonitor,statics.gov.teams.microsoft.us,3,1
2024-02-15,2024-02-29,usdot-jpo-ode,jpo-conflictvisualizer,github.com,170,6
2024-02-15,2024-02-29,usdot-jpo-ode,jpo-conflictvisualizer,DuckDuckGo,43,1
2024-02-15,2024-02-29,usdot-jpo-ode,jpo-conflictvisualizer,statics.gov.teams.microsoft.us,12,2
2024-02-15,2024-02-29,usdot-jpo-ode,jpo-conflictvisualizer,mail.google.com,10,1
2024-02-15,2024-02-29,usdot-jpo-ode,jpo-conflictvisualizer,Google,7,1
2024-02-15,2024-02-29,usdot-jpo-ode,jpo-cvdp,github.com,62,5
2024-02-15,2024-02-29,usdot-jpo-ode,jpo-cvdp,statics.gov.teams.microsoft.us,2,1
2024-02-15,2024-02-29,usdot-jpo-ode,jpo-cvdp,fhwa.dot.gov,1,1
2024-02-15,2024-02-29,usdot-jpo-ode,jpo-cvmanager,github.com,32,4
2024-02-15,2024-02-29,usdot-jpo-ode,jpo-cvmanager,Google,8,1
2024-02-15,2024-02-29,usdot-jpo-ode,jpo-cvmanager,statics.gov.teams.microsoft.us,2,1
2024-02-15,2024-02-29,usdot-jpo-ode,jpo-cvmanager,statics.teams.cdn.office.net,1,1
2024-02-15,2024-02-29,usdot-jpo-ode,jpo-cvportal,github.com,2,1
