Org,Repo,Date,Views count,Views unique
usdot-fhwa-OPS,V2X-Hub,2022-08-18,89,11
usdot-fhwa-OPS,V2X-Hub,2022-08-19,33,7
usdot-fhwa-OPS,V2X-Hub,2022-08-20,6,3
usdot-fhwa-OPS,V2X-Hub,2022-08-21,1,1
usdot-fhwa-OPS,V2X-Hub,2022-08-22,80,11
usdot-fhwa-OPS,V2X-Hub,2022-08-23,132,16
usdot-fhwa-OPS,V2X-Hub,2022-08-24,67,13
usdot-fhwa-OPS,V2X-Hub,2022-08-25,106,12
usdot-fhwa-OPS,V2X-Hub,2022-08-26,52,9
usdot-fhwa-OPS,V2X-Hub,2022-08-27,1,1
usdot-fhwa-OPS,V2X-Hub,2022-08-29,55,9
usdot-fhwa-OPS,V2X-Hub,2022-08-30,109,14
usdot-fhwa-OPS,V2X-Hub,2022-08-31,61,12
usdot-fhwa-OPS,V2X-Hub,2022-09-01,1,1
