Org,Repo,Date,Views count,Views unique
usdot-fhwa-stol,autoware.auto,2022-11-17,22,2
usdot-fhwa-stol,c1t2x-emulator,2022-11-17,2,1
usdot-fhwa-stol,carma-1-tenth,2022-11-17,5,2
usdot-fhwa-stol,carma-analytics-fotda,2022-11-17,10,2
usdot-fhwa-stol,carma-carla-integration,2022-11-17,5,4
usdot-fhwa-stol,carma-cloud,2022-11-17,2,1
usdot-fhwa-stol,carma-config,2022-11-17,11,5
usdot-fhwa-stol,carma-delphi-esr-driver,2022-11-17,7,1
usdot-fhwa-stol,carma-garmin-lidar-lite-v3-driver-wrapper,2022-11-17,3,1
usdot-fhwa-stol,carma-messenger,2022-11-17,33,4
usdot-fhwa-stol,carma-msgs,2022-11-17,25,3
usdot-fhwa-stol,carma-platform,2022-11-17,56,13
usdot-fhwa-stol,carma-simulation,2022-11-17,9,5
usdot-fhwa-stol,carma-ssc-interface-wrapper,2022-11-17,5,1
usdot-fhwa-stol,carma-streets,2022-11-17,58,9
usdot-fhwa-stol,carma-utils,2022-11-17,3,1
usdot-fhwa-stol,cooperative-perception-core,2022-11-17,9,2
usdot-fhwa-stol,documentation,2022-11-17,2,1
usdot-fhwa-stol,dwm1001_ros2,2022-11-17,8,2
usdot-fhwa-stol,github_metrics,2022-11-17,11,1
usdot-fhwa-stol,voices-poc,2022-11-17,5,2
usdot-fhwa-stol,autoware.auto,2022-11-18,1,1
usdot-fhwa-stol,c1t2x-emulator,2022-11-18,11,3
usdot-fhwa-stol,carma-1-tenth,2022-11-18,1,1
usdot-fhwa-stol,carma-analytics-fotda,2022-11-18,1,1
usdot-fhwa-stol,carma-base,2022-11-18,10,1
usdot-fhwa-stol,carma-carla-integration,2022-11-18,10,3
usdot-fhwa-stol,carma-cloud,2022-11-18,7,2
usdot-fhwa-stol,carma-cohda-dsrc-driver,2022-11-18,27,4
usdot-fhwa-stol,carma-config,2022-11-18,9,4
usdot-fhwa-stol,carma-messenger,2022-11-18,28,3
usdot-fhwa-stol,carma-msgs,2022-11-18,17,4
usdot-fhwa-stol,carma-platform,2022-11-18,69,18
usdot-fhwa-stol,carma-simulation,2022-11-18,19,5
usdot-fhwa-stol,carma-ssc-interface-wrapper,2022-11-18,1,1
usdot-fhwa-stol,carma-streets,2022-11-18,70,3
usdot-fhwa-stol,carma-utils,2022-11-18,1,1
usdot-fhwa-stol,cooperative-perception-core,2022-11-18,58,3
usdot-fhwa-stol,documentation,2022-11-18,10,3
usdot-fhwa-stol,dwm1001_ros2,2022-11-18,1,1
usdot-fhwa-stol,voices-poc,2022-11-18,15,3
usdot-fhwa-stol,carma-cloud,2022-11-19,1,1
usdot-fhwa-stol,carma-platform,2022-11-19,31,3
usdot-fhwa-stol,carma-simulation,2022-11-19,11,2
usdot-fhwa-stol,carma-delphi-esr-driver,2022-11-20,2,1
usdot-fhwa-stol,carma-platform,2022-11-20,182,6
usdot-fhwa-stol,dwm1001_ros2,2022-11-20,1,1
usdot-fhwa-stol,carma-1-tenth,2022-11-21,1,1
usdot-fhwa-stol,carma-analytics-fotda,2022-11-21,35,7
usdot-fhwa-stol,carma-base,2022-11-21,3,2
usdot-fhwa-stol,carma-carla-integration,2022-11-21,8,3
usdot-fhwa-stol,carma-cloud,2022-11-21,9,2
usdot-fhwa-stol,carma-config,2022-11-21,65,7
usdot-fhwa-stol,carma-messenger,2022-11-21,89,7
usdot-fhwa-stol,carma-msgs,2022-11-21,47,9
usdot-fhwa-stol,carma-platform,2022-11-21,91,17
usdot-fhwa-stol,carma-simulation,2022-11-21,19,3
usdot-fhwa-stol,carma-ssc-interface-wrapper,2022-11-21,5,1
usdot-fhwa-stol,carma-streets,2022-11-21,48,5
usdot-fhwa-stol,carma-web-ui,2022-11-21,3,2
usdot-fhwa-stol,cav-education,2022-11-21,1,1
usdot-fhwa-stol,documentation,2022-11-21,1,1
usdot-fhwa-stol,voices-poc,2022-11-21,31,4
usdot-fhwa-stol,CARMAConcept,2022-11-22,1,1
usdot-fhwa-stol,c1t2x-emulator,2022-11-22,7,1
usdot-fhwa-stol,carma-analytics-fotda,2022-11-22,39,7
usdot-fhwa-stol,carma-base,2022-11-22,2,1
usdot-fhwa-stol,carma-config,2022-11-22,14,5
usdot-fhwa-stol,carma-delphi-esr-driver,2022-11-22,4,1
usdot-fhwa-stol,carma-delphi-srr2-driver,2022-11-22,1,1
usdot-fhwa-stol,carma-messenger,2022-11-22,73,6
usdot-fhwa-stol,carma-msgs,2022-11-22,80,5
usdot-fhwa-stol,carma-platform,2022-11-22,88,24
usdot-fhwa-stol,carma-rtk,2022-11-22,1,1
usdot-fhwa-stol,carma-simulation,2022-11-22,17,9
usdot-fhwa-stol,carma-ssc-interface-wrapper,2022-11-22,1,1
usdot-fhwa-stol,carma-streets,2022-11-22,54,5
usdot-fhwa-stol,carma-validation,2022-11-22,5,3
usdot-fhwa-stol,cooperative-perception-core,2022-11-22,13,2
usdot-fhwa-stol,devops,2022-11-22,6,2
usdot-fhwa-stol,github_metrics,2022-11-22,2,1
usdot-fhwa-stol,voices-poc,2022-11-22,11,2
usdot-fhwa-stol,autoware.auto,2022-11-23,1,1
usdot-fhwa-stol,carma-analytics-fotda,2022-11-23,6,1
usdot-fhwa-stol,carma-base,2022-11-23,3,2
usdot-fhwa-stol,carma-carla-integration,2022-11-23,1,1
usdot-fhwa-stol,carma-cloud,2022-11-23,5,2
usdot-fhwa-stol,carma-config,2022-11-23,3,2
usdot-fhwa-stol,carma-messenger,2022-11-23,7,3
usdot-fhwa-stol,carma-msgs,2022-11-23,37,2
usdot-fhwa-stol,carma-platform,2022-11-23,48,15
usdot-fhwa-stol,carma-simulation,2022-11-23,8,5
usdot-fhwa-stol,carma-streets,2022-11-23,6,2
usdot-fhwa-stol,carma-utils,2022-11-23,4,1
usdot-fhwa-stol,carma-web-ui,2022-11-23,1,1
usdot-fhwa-stol,cooperative-perception-core,2022-11-23,13,3
usdot-fhwa-stol,devops,2022-11-23,1,1
usdot-fhwa-stol,ads-traffic-regs,2022-11-24,14,1
usdot-fhwa-stol,carma-messenger,2022-11-24,1,1
usdot-fhwa-stol,carma-mobileye-driver,2022-11-24,3,1
usdot-fhwa-stol,carma-platform,2022-11-24,17,8
usdot-fhwa-stol,carma-utils,2022-11-24,1,1
usdot-fhwa-stol,cav-education,2022-11-24,1,1
usdot-fhwa-stol,autoware.auto,2022-11-25,10,1
usdot-fhwa-stol,carma-base,2022-11-25,1,1
usdot-fhwa-stol,carma-cloud,2022-11-25,1,1
usdot-fhwa-stol,carma-delphi-esr-driver,2022-11-25,1,1
usdot-fhwa-stol,carma-messenger,2022-11-25,36,1
usdot-fhwa-stol,carma-platform,2022-11-25,54,6
usdot-fhwa-stol,carma-simulation,2022-11-25,1,1
usdot-fhwa-stol,carma-utils,2022-11-25,9,1
usdot-fhwa-stol,carma-validation,2022-11-25,3,1
usdot-fhwa-stol,cav-education,2022-11-25,14,3
usdot-fhwa-stol,devops,2022-11-25,1,1
usdot-fhwa-stol,documentation,2022-11-25,3,1
usdot-fhwa-stol,github_metrics,2022-11-25,8,1
usdot-fhwa-stol,voices-poc,2022-11-25,5,2
usdot-fhwa-stol,carma-1-tenth,2022-11-26,1,1
usdot-fhwa-stol,carma-platform,2022-11-26,6,3
usdot-fhwa-stol,carma-simulation,2022-11-26,3,2
usdot-fhwa-stol,carma-base,2022-11-27,1,1
usdot-fhwa-stol,carma-config,2022-11-27,1,1
usdot-fhwa-stol,carma-garmin-lidar-lite-v3-driver-wrapper,2022-11-27,1,1
usdot-fhwa-stol,carma-platform,2022-11-27,2,1
usdot-fhwa-stol,carma-ssc-interface-wrapper,2022-11-27,1,1
usdot-fhwa-stol,carma-utils,2022-11-27,22,1
usdot-fhwa-stol,dwm1001_ros2,2022-11-27,3,1
usdot-fhwa-stol,autoware.auto,2022-11-28,1,1
usdot-fhwa-stol,carma-analytics-fotda,2022-11-28,2,2
usdot-fhwa-stol,carma-base,2022-11-28,1,1
usdot-fhwa-stol,carma-carla-integration,2022-11-28,29,4
usdot-fhwa-stol,carma-cloud,2022-11-28,9,2
usdot-fhwa-stol,carma-cohda-dsrc-driver,2022-11-28,2,1
usdot-fhwa-stol,carma-config,2022-11-28,19,5
usdot-fhwa-stol,carma-delphi-esr-driver,2022-11-28,1,1
usdot-fhwa-stol,carma-delphi-srr2-driver,2022-11-28,1,1
usdot-fhwa-stol,carma-freightliner-2012-controller-driver,2022-11-28,1,1
usdot-fhwa-stol,carma-messenger,2022-11-28,24,4
usdot-fhwa-stol,carma-msgs,2022-11-28,87,7
usdot-fhwa-stol,carma-platform,2022-11-28,135,17
usdot-fhwa-stol,carma-simulation,2022-11-28,25,10
usdot-fhwa-stol,carma-streets,2022-11-28,6,4
usdot-fhwa-stol,cav-education,2022-11-28,5,2
usdot-fhwa-stol,cooperative-perception-core,2022-11-28,21,4
usdot-fhwa-stol,devops,2022-11-28,1,1
usdot-fhwa-stol,documentation,2022-11-28,4,1
usdot-fhwa-stol,dwm1001_ros2,2022-11-28,4,1
usdot-fhwa-stol,github_metrics,2022-11-28,11,2
usdot-fhwa-stol,voices-poc,2022-11-28,7,1
usdot-fhwa-stol,carma-base,2022-11-29,20,3
usdot-fhwa-stol,carma-carla-integration,2022-11-29,16,2
usdot-fhwa-stol,carma-cloud,2022-11-29,9,2
usdot-fhwa-stol,carma-config,2022-11-29,11,6
usdot-fhwa-stol,carma-messenger,2022-11-29,1,1
usdot-fhwa-stol,carma-msgs,2022-11-29,11,2
usdot-fhwa-stol,carma-platform,2022-11-29,66,13
usdot-fhwa-stol,carma-simulation,2022-11-29,6,4
usdot-fhwa-stol,carma-ssc-interface-wrapper,2022-11-29,3,1
usdot-fhwa-stol,carma-streets,2022-11-29,42,6
usdot-fhwa-stol,cooperative-perception-core,2022-11-29,2,2
usdot-fhwa-stol,dwm1001_ros2,2022-11-29,1,1
usdot-fhwa-stol,github_metrics,2022-11-29,5,2
usdot-fhwa-stol,c1t2x-emulator,2022-11-30,5,1
usdot-fhwa-stol,carma-1-tenth,2022-11-30,2,2
usdot-fhwa-stol,carma-analytics-fotda,2022-11-30,2,2
